Program,Pvalue,Avalue,Mag
P347,0.0,0.35,small
P348,0.04,0.41,small
P35,0.01,0.37,small
P351,0.34,0.48,negligible
P352,0.0,0.28,medium
P353,0.02,0.39,small
P354,0.34,0.48,negligible
P355,0.04,0.41,small
P356,1.0,0.5,negligible
P357,0.0,0.74,large
P358,0.0,0.87,large
P359,0.0,0.78,large
P36,0.02,0.39,small
P360,0.0,0.76,large
P361,0.0,0.33,medium
P362,0.04,0.41,small
P363,0.08,0.43,negligible
P364,0.0,0.96,large
P366,0.65,0.48,negligible
P367,1.0,0.5,negligible
P368,0.09,0.41,small
P370,1.0,0.5,negligible
P371,0.0,0.93,large
P372,0.02,0.39,small
P374,0.34,0.48,negligible
P375,0.04,0.41,small
P376,1.0,0.5,negligible
P378,0.04,0.41,small
P379,0.0,1.0,large
P38,0.08,0.43,negligible
P380,0.04,0.41,small
P383,1.0,0.5,negligible
P384,0.07,0.61,small
P385,0.02,0.39,small
P386,0.08,0.43,negligible
P387,0.0,0.96,large
P388,0.04,0.41,small
P389,0.16,0.46,negligible
P39,0.0,0.96,large
P390,0.0,0.98,large
P391,1.0,0.5,negligible
P392,0.02,0.39,small
P395,0.16,0.46,negligible
P396,0.04,0.41,small
P397,0.34,0.48,negligible
P398,0.04,0.41,small
P399,0.0,1.0,large
P4,0.02,0.39,small
P40,0.04,0.41,small
P400,0.0,1.0,large
P401,0.34,0.48,negligible
P404,0.0,0.35,small
P405,0.0,1.0,large
P406,0.08,0.43,negligible
P407,0.0,0.33,medium
P409,0.34,0.48,negligible
P41,0.0,0.24,large
P410,0.0,0.33,medium
P411,0.34,0.48,negligible
P412,0.0,0.87,large
P413,0.01,0.37,small
P414,0.0,0.33,medium
P415,1.0,0.5,negligible
P416,0.34,0.48,negligible
P417,0.0,0.2,large
P418,0.34,0.48,negligible
P419,0.0,0.74,large
P42,0.02,0.39,small
P420,0.34,0.48,negligible
P421,0.02,0.39,small
P422,0.0,0.07,large
P424,0.34,0.48,negligible
P425,0.0,0.87,large
P426,0.0,1.0,large
P428,0.04,0.41,small
P429,0.04,0.41,small
P43,0.01,0.37,small
P431,0.16,0.46,negligible
P432,0.18,0.61,small
P433,1.0,0.5,negligible
P435,1.0,0.5,negligible
P436,0.0,0.33,medium
P437,0.08,0.43,negligible
P439,0.0,0.78,large
P44,0.0,0.35,small
P440,1.0,0.5,negligible
P441,0.34,0.48,negligible
P442,0.04,0.41,small
P443,0.0,1.0,large
P444,0.0,0.65,small
P446,0.02,0.39,small
P447,0.0,0.78,large
P448,0.02,0.61,small
P45,0.0,0.76,large
P450,1.0,0.5,negligible
P451,0.0,0.26,large
P452,0.16,0.46,negligible
P453,1.0,0.5,negligible
P454,0.0,0.33,medium
P455,1.0,0.5,negligible
P456,0.0,1.0,large
P457,0.04,0.41,small
P458,0.16,0.46,negligible
P459,0.08,0.43,negligible
P46,0.02,0.39,small
P460,0.0,0.83,large
P462,1.0,0.5,negligible
P463,0.34,0.48,negligible
P464,0.0,0.35,small
P465,0.01,0.7,medium
P466,0.08,0.43,negligible
P469,0.0,1.0,large
P470,0.34,0.48,negligible
P471,0.01,0.37,small
P472,0.0,0.78,large
P473,1.0,0.5,negligible
P474,1.0,0.5,negligible
P475,0.08,0.43,negligible
P476,0.0,0.8,large
P478,0.16,0.46,negligible
P479,0.0,0.33,medium
P48,1.0,0.5,negligible
P480,0.08,0.43,negligible
P481,0.01,0.37,small
P482,0.0,0.98,large
P484,0.34,0.48,negligible
P486,0.08,0.43,negligible
P489,0.34,0.48,negligible
P49,0.01,0.37,small
P490,0.16,0.46,negligible
P491,0.0,0.83,large
P492,0.08,0.43,negligible
P494,0.0,1.0,large
P495,0.0,1.0,large
P496,0.0,0.96,large
P497,0.34,0.48,negligible
P498,0.0,0.35,small
P499,0.34,0.48,negligible
P5,0.16,0.46,negligible
P50,0.08,0.43,negligible
P501,0.02,0.39,small
P505,0.34,0.48,negligible
P506,0.08,0.43,negligible
P507,0.0,0.93,large
P509,0.0,0.96,large
P510,0.08,0.43,negligible
P511,0.0,0.78,large
P512,0.02,0.39,small
P513,0.16,0.46,negligible
P514,0.08,0.43,negligible
P516,0.0,0.85,large
P517,0.08,0.43,negligible
P52,0.01,0.37,small
P520,0.16,0.46,negligible
P522,0.34,0.48,negligible
P523,0.0,0.15,large
P524,0.0,1.0,large
P525,0.0,0.35,small
P527,0.0,0.87,large
P528,0.34,0.48,negligible
P529,0.0,1.0,large
P530,0.0,0.76,large
P531,0.04,0.41,small
P532,0.04,0.41,small
P534,0.0,0.98,large
P535,0.16,0.46,negligible
P536,0.0,1.0,large
P538,0.0,0.35,small
P540,0.0,0.98,large
P541,1.0,0.5,negligible
P543,1.0,0.5,negligible
P544,0.08,0.43,negligible
P546,0.02,0.39,small
P547,0.01,0.37,small
P55,0.08,0.43,negligible
P553,0.02,0.39,small
P555,0.01,0.37,small
P556,0.0,0.89,large
P557,0.16,0.46,negligible
P558,0.01,0.37,small
P559,0.34,0.48,negligible
P56,0.0,0.93,large
P560,0.0,0.28,medium
P561,0.0,1.0,large
P563,1.0,0.5,negligible
P564,0.1,0.63,small
P565,0.0,0.35,small
P566,0.34,0.48,negligible
P568,0.08,0.43,negligible
P569,0.16,0.46,negligible
P57,1.0,0.5,negligible
P570,0.34,0.48,negligible
P571,0.35,0.57,negligible
P572,0.0,0.76,large
P573,0.02,0.39,small
P575,0.0,1.0,large
P576,0.0,0.89,large
P577,0.04,0.41,small
P578,0.0,0.96,large
P580,0.0,0.78,large
P583,0.16,0.46,negligible
P584,0.08,0.43,negligible
P585,0.0,0.33,medium
P586,1.0,0.5,negligible
P587,1.0,0.5,negligible
P588,0.0,0.35,small
P589,0.0,1.0,large
P59,0.02,0.39,small
P590,1.0,0.5,negligible
P591,0.0,0.91,large
P592,0.0,0.22,large
P593,1.0,0.5,negligible
P594,0.34,0.48,negligible
P595,0.0,1.0,large
P596,0.08,0.43,negligible
P597,0.08,0.43,negligible
P598,0.06,0.65,small
P599,0.01,0.37,small
P6,0.04,0.41,small
P60,0.02,0.39,small
P600,0.04,0.41,small
P601,0.04,0.41,small
P603,0.0,0.74,large
P604,1.0,0.5,negligible
P605,0.0,0.96,large
P606,0.01,0.37,small
P607,0.01,0.37,small
P608,1.0,0.5,negligible
P609,0.0,0.35,small
P610,0.08,0.43,negligible
P611,0.08,0.43,negligible
P613,0.04,0.41,small
P614,0.0,1.0,large
P615,1.0,0.5,negligible
P616,0.0,0.35,small
P617,1.0,0.5,negligible
P618,1.0,0.5,negligible
P619,0.0,0.87,large
P62,0.0,0.98,large
P620,0.0,0.35,small
P621,0.08,0.43,negligible
P622,0.0,0.33,medium
P623,0.04,0.41,small
P624,0.01,0.37,small
P625,0.34,0.48,negligible
P627,0.17,0.43,negligible
P628,0.02,0.39,small
P63,0.0,0.93,large
P630,0.34,0.48,negligible
P631,0.34,0.48,negligible
P632,0.04,0.41,small
P633,0.02,0.39,small
P634,0.34,0.48,negligible
P635,0.01,0.37,small
P637,0.0,0.35,small
P638,0.0,0.91,large
P64,0.0,0.78,large
P640,1.0,0.5,negligible
P641,1.0,0.5,negligible
P642,0.01,0.37,small
P643,0.02,0.39,small
P645,0.0,0.35,small
P646,0.02,0.39,small
P647,0.0,1.0,large
P648,0.04,0.41,small
P649,0.34,0.52,negligible
P65,0.34,0.48,negligible
P650,0.04,0.41,small
P651,0.0,0.35,small
P654,0.02,0.39,small
P655,0.0,0.85,large
P656,0.34,0.48,negligible
P657,1.0,0.5,negligible
P658,0.01,0.37,small
P659,0.01,0.37,small
P660,0.16,0.46,negligible
P662,0.0,0.33,medium
P663,0.0,0.35,small
P664,0.04,0.41,small
P665,0.0,1.0,large
P666,1.0,0.5,negligible
P667,0.16,0.46,negligible
P668,0.0,0.8,large
P669,0.02,0.39,small
P67,0.04,0.41,small
P671,1.0,0.5,negligible
P672,0.0,0.33,medium
P674,0.16,0.46,negligible
P675,0.01,0.7,medium
P676,0.0,0.74,large
P677,0.0,0.83,large
P678,0.04,0.41,small
P679,0.26,0.59,small
P68,0.02,0.39,small
P680,1.0,0.5,negligible
P681,1.0,0.5,negligible
P682,0.04,0.41,small
P683,0.0,0.35,small
P684,0.02,0.39,small
P685,0.01,0.37,small
P686,0.02,0.39,small
P688,0.16,0.46,negligible
P689,0.01,0.37,small
P690,1.0,0.5,negligible
P693,0.0,1.0,large
P694,0.02,0.39,small
P695,0.01,0.37,small
P696,0.0,0.98,large
P697,0.01,0.37,small
P698,0.04,0.41,small
P699,0.01,0.37,small
P7,0.0,0.98,large
P700,0.0,0.96,large
P701,0.16,0.46,negligible
P702,0.16,0.46,negligible
P703,1.0,0.5,negligible
P704,0.04,0.41,small
P705,0.0,0.3,medium
P706,0.01,0.37,small
P707,0.0,1.0,large
P708,0.0,1.0,large
P709,0.16,0.46,negligible
P71,1.0,0.5,negligible
P710,0.0,0.3,medium
P711,0.0,0.3,medium
P712,0.0,0.3,medium
P713,0.0,0.35,small
P714,0.0,0.17,large
P715,0.0,0.98,large
P716,0.01,0.37,small
P717,0.0,0.87,large
P718,0.0,0.35,small
P719,0.0,0.28,medium
P72,0.0,0.93,large
P722,0.0,0.33,medium
P724,1.0,0.5,negligible
P725,0.0,0.78,large
P726,0.01,0.37,small
P728,0.0,0.85,large
P729,0.0,0.96,large
P730,0.0,0.98,large
P731,1.0,0.5,negligible
P732,0.0,0.3,medium
P733,0.02,0.39,small
P734,0.04,0.41,small
P736,0.16,0.46,negligible
P737,0.34,0.48,negligible
P738,0.0,0.76,large
P739,0.05,0.61,small
P74,0.01,0.37,small
P740,0.0,0.3,medium
P741,0.08,0.43,negligible
P742,0.02,0.39,small
P744,0.08,0.43,negligible
P745,0.01,0.37,small
P746,0.08,0.43,negligible
P748,0.08,0.43,negligible
P749,0.0,1.0,large
P750,0.0,0.91,large
P751,0.01,0.37,small
P752,0.01,0.37,small
P753,0.16,0.46,negligible
P754,1.0,0.5,negligible
P755,0.08,0.43,negligible
P756,0.04,0.41,small
P757,0.16,0.46,negligible
P758,0.01,0.37,small
P759,0.0,0.85,large
P760,1.0,0.5,negligible
P761,0.02,0.39,small
P762,0.04,0.41,small
P763,0.0,1.0,large
P764,0.04,0.41,small
P765,0.0,0.35,small
P766,0.01,0.37,small
P768,0.02,0.39,small
P769,0.01,0.37,small
P77,0.08,0.43,negligible
P770,0.0,1.0,large
P771,1.0,0.5,negligible
P773,1.0,0.5,negligible
P774,0.0,1.0,large
P775,1.0,0.5,negligible
P776,0.0,0.33,medium
P777,0.34,0.48,negligible
P778,1.0,0.5,negligible
P779,0.16,0.46,negligible
P780,0.0,0.24,large
P781,0.0,0.74,large
P783,1.0,0.5,negligible
P784,0.04,0.41,small
P785,0.08,0.43,negligible
P787,0.0,0.85,large
P788,0.0,1.0,large
P789,0.02,0.39,small
P79,1.0,0.5,negligible
P790,0.0,1.0,large
P791,1.0,0.5,negligible
P793,0.0,1.0,large
P796,0.08,0.43,negligible
P797,0.01,0.37,small
P798,0.16,0.46,negligible
P799,0.0,0.8,large
P8,0.0,0.78,large
P80,0.04,0.41,small
P800,0.16,0.46,negligible
P801,0.04,0.41,small
P802,0.34,0.48,negligible
P803,0.0,0.35,small
P804,1.0,0.5,negligible
P805,0.04,0.41,small
P806,0.0,0.33,medium
P807,1.0,0.5,negligible
P809,0.0,0.35,small
P810,0.08,0.43,negligible
P813,0.0,0.85,large
P815,0.0,1.0,large
P817,0.02,0.39,small
P818,1.0,0.5,negligible
P819,0.01,0.37,small
P82,0.04,0.41,small
P822,0.0,0.91,large
P824,0.0,1.0,large
P825,1.0,0.5,negligible
P826,0.0,0.98,large
P828,0.01,0.37,small
P829,0.0,0.98,large
P83,0.0,1.0,large
P831,0.16,0.46,negligible
P833,1.0,0.5,negligible
P834,1.0,0.5,negligible
P836,0.01,0.37,small
P838,0.0,0.78,large
P839,0.0,0.35,small
P840,1.0,0.5,negligible
P841,1.0,0.5,negligible
P842,1.0,0.5,negligible
P843,0.08,0.43,negligible
P844,0.08,0.43,negligible
P846,0.0,0.78,large
P847,0.0,0.74,large
P848,0.02,0.39,small
P849,0.0,0.83,large
P85,0.08,0.43,negligible
P851,0.0,0.91,large
P852,0.0,0.28,medium
P853,0.34,0.48,negligible
P854,0.16,0.46,negligible
P855,1.0,0.5,negligible
P857,0.0,1.0,large
P86,1.0,0.5,negligible
P860,0.0,0.33,medium
P861,1.0,0.5,negligible
P862,1.0,0.5,negligible
P863,0.0,0.98,large
P864,0.02,0.39,small
P865,0.34,0.48,negligible
P866,0.02,0.39,small
P867,1.0,0.5,negligible
P869,0.08,0.43,negligible
P87,0.01,0.37,small
P870,1.0,0.5,negligible
P871,0.04,0.41,small
P872,0.08,0.43,negligible
P873,1.0,0.5,negligible
P875,0.02,0.39,small
P876,1.0,0.5,negligible
P877,0.08,0.43,negligible
P878,0.0,0.35,small
P880,0.02,0.39,small
P881,0.04,0.63,small
P882,0.0,0.85,large
P883,0.02,0.39,small
P884,0.0,1.0,large
P885,1.0,0.5,negligible
P886,0.01,0.37,small
P887,0.0,0.33,medium
P888,0.04,0.41,small
P889,1.0,0.5,negligible
P89,0.0,0.93,large
P890,0.0,1.0,large
P893,0.08,0.43,negligible
P894,1.0,0.5,negligible
P895,0.0,0.74,large
P896,0.04,0.41,small
P897,0.02,0.39,small
P898,0.34,0.48,negligible
P9,0.16,0.46,negligible
P900,0.04,0.41,small
P901,0.0,1.0,large
P903,0.01,0.37,small
P904,0.01,0.37,small
P905,0.34,0.48,negligible
P906,0.0,1.0,large
P907,0.17,0.61,small
P908,0.0,0.87,large
P909,0.0,0.83,large
P91,0.08,0.43,negligible
P910,1.0,0.5,negligible
P912,0.0,0.28,medium
P913,0.34,0.48,negligible
P914,0.02,0.39,small
P915,0.02,0.39,small
P916,0.0,1.0,large
P919,0.0,0.33,medium
P92,0.0,0.74,large
P920,1.0,0.5,negligible
P921,1.0,0.5,negligible
P923,0.0,0.96,large
P925,0.02,0.39,small
P926,0.0,0.33,medium
P927,0.04,0.41,small
P928,1.0,0.5,negligible
P93,1.0,0.5,negligible
P930,0.31,0.46,negligible
P932,0.08,0.43,negligible
P933,0.0,1.0,large
P934,0.0,1.0,large
P935,0.01,0.37,small
P936,0.0,1.0,large
P937,0.0,1.0,large
P938,0.0,1.0,large
P939,0.0,0.76,large
P94,0.16,0.46,negligible
P940,1.0,0.5,negligible
P941,0.0,0.87,large
P942,0.34,0.48,negligible
P943,0.0,0.85,large
P944,0.0,0.93,large
P945,1.0,0.5,negligible
P948,0.34,0.48,negligible
P949,0.04,0.41,small
P95,0.0,0.76,large
P950,0.0,0.28,medium
P952,0.04,0.41,small
P953,0.04,0.41,small
P954,0.0,0.26,large
P955,0.0,0.33,medium
P956,0.0,0.35,small
P957,0.02,0.39,small
P96,0.08,0.43,negligible
P960,0.0,0.96,large
P961,0.34,0.48,negligible
P962,0.08,0.43,negligible
P963,0.04,0.41,small
P964,0.01,0.37,small
P966,0.0,0.98,large
P967,0.08,0.43,negligible
P968,0.0,0.35,small
P970,0.34,0.48,negligible
P972,0.08,0.43,negligible
P973,0.02,0.39,small
P974,0.04,0.41,small
P976,0.0,0.93,large
P977,0.04,0.41,small
P978,0.0,0.87,large
P98,0.0,0.87,large
P980,0.16,0.46,negligible
P981,1.0,0.5,negligible
P982,0.16,0.46,negligible
P983,0.08,0.43,negligible
P984,0.0,0.35,small
P986,0.34,0.48,negligible
P987,0.04,0.41,small
P988,0.34,0.48,negligible
P99,0.01,0.37,small
P990,0.16,0.46,negligible
P991,1.0,0.5,negligible
P992,0.0,0.93,large
P993,0.34,0.48,negligible
P994,0.05,0.65,small
P997,0.02,0.39,small
P999,0.34,0.48,negligible
