Program,Pvalue,Avalue,Mag
P288,0.01,0.37,small
P289,0.16,0.46,negligible
P29,0.0,0.98,large
P291,0.16,0.46,negligible
P292,0.0,0.35,small
P293,0.0,1.0,large
P295,0.0,1.0,large
P296,0.01,0.37,small
P297,1.0,0.5,negligible
P298,0.16,0.46,negligible
P299,0.04,0.41,small
P3,1.0,0.5,negligible
P30,0.0,0.89,large
P300,0.0,0.87,large
P301,0.0,1.0,large
P302,0.04,0.41,small
P303,0.0,0.35,small
P305,0.0,0.83,large
P306,0.0,0.35,small
P308,1.0,0.5,negligible
P309,0.0,0.35,small
P31,0.0,1.0,large
P310,0.08,0.43,negligible
P311,0.34,0.48,negligible
P312,0.0,0.78,large
P314,0.08,0.57,negligible
P315,0.34,0.48,negligible
P316,0.08,0.43,negligible
P319,0.0,1.0,large
P32,0.34,0.48,negligible
P320,0.34,0.48,negligible
P321,0.01,0.37,small
P322,0.34,0.48,negligible
P324,0.34,0.48,negligible
P325,0.0,0.83,large
P327,0.01,0.37,small
P33,0.08,0.43,negligible
P330,0.04,0.41,small
P331,0.0,0.93,large
P332,0.02,0.39,small
P333,0.01,0.37,small
P335,0.16,0.46,negligible
P336,0.34,0.48,negligible
P337,0.02,0.39,small
P338,0.0,0.33,medium
P339,0.16,0.46,negligible
P34,0.0,1.0,large
P340,1.0,0.5,negligible
P341,0.0,0.93,large
P342,1.0,0.5,negligible
P343,0.05,0.63,small
P344,0.0,0.78,large
P345,0.0,1.0,large
P346,0.04,0.41,small
P347,0.0,0.33,medium
P348,0.02,0.39,small
P35,0.04,0.41,small
P351,0.16,0.46,negligible
P352,0.0,0.24,large
P353,0.02,0.39,small
P354,0.01,0.37,small
P355,0.0,0.35,small
P356,0.08,0.43,negligible
P357,0.0,0.35,small
P358,0.0,0.33,medium
P359,0.0,0.35,small
P36,0.02,0.39,small
P360,0.1,0.63,small
P361,0.04,0.41,small
P362,0.02,0.39,small
P363,0.34,0.48,negligible
P364,0.0,0.96,large
P366,0.34,0.48,negligible
P367,0.0,1.0,large
P368,0.02,0.39,small
P370,0.34,0.48,negligible
P371,0.0,0.96,large
P372,0.08,0.43,negligible
P374,0.0,1.0,large
P375,0.0,0.91,large
P376,0.0,1.0,large
P378,0.04,0.41,small
P379,0.0,1.0,large
P38,0.0,0.83,large
P380,0.08,0.43,negligible
P383,0.0,1.0,large
P384,0.0,0.87,large
P385,0.08,0.43,negligible
P386,0.08,0.43,negligible
P387,0.0,0.87,large
P388,0.0,0.85,large
P389,0.01,0.37,small
P39,0.34,0.48,negligible
P390,0.0,1.0,large
P391,0.02,0.39,small
P392,0.34,0.48,negligible
P395,0.0,0.35,small
P396,0.0,0.74,large
P397,0.04,0.41,small
P398,0.02,0.39,small
P399,0.0,1.0,large
P4,0.02,0.39,small
P40,0.08,0.43,negligible
P400,0.0,1.0,large
P401,0.01,0.37,small
P404,0.01,0.37,small
P405,0.0,1.0,large
P406,0.34,0.48,negligible
P407,0.0,0.35,small
P409,0.01,0.37,small
P41,0.0,0.24,large
P410,0.01,0.7,medium
P411,0.34,0.48,negligible
P412,0.0,0.89,large
P413,0.0,0.93,large
P414,0.0,0.28,medium
P415,1.0,0.5,negligible
P416,0.04,0.41,small
P417,0.09,0.63,small
P418,0.02,0.39,small
P419,0.04,0.39,small
P42,0.34,0.48,negligible
P420,0.08,0.43,negligible
P421,0.04,0.41,small
P422,0.0,0.13,large
P424,0.04,0.41,small
P425,0.0,0.87,large
P426,1.0,0.5,negligible
P428,1.0,0.5,negligible
P429,0.0,0.91,large
P43,1.0,0.5,negligible
P431,0.08,0.43,negligible
P432,0.0,0.24,large
P433,0.0,1.0,large
P435,0.08,0.43,negligible
P436,0.0,0.28,medium
P437,1.0,0.5,negligible
P439,0.01,0.37,small
P44,0.0,0.28,medium
P440,0.02,0.39,small
P441,0.02,0.39,small
P442,0.0,0.28,medium
P443,0.02,0.39,small
P444,0.16,0.46,negligible
P446,0.02,0.39,small
P447,0.16,0.46,negligible
P448,0.16,0.54,negligible
P45,0.0,0.74,large
P450,1.0,0.5,negligible
P451,0.0,0.33,medium
P452,0.16,0.46,negligible
P453,0.34,0.48,negligible
P454,0.0,0.26,large
P455,0.01,0.37,small
P456,0.34,0.48,negligible
P457,0.16,0.46,negligible
P458,0.16,0.46,negligible
P459,0.0,0.89,large
P46,0.08,0.43,negligible
P460,0.0,0.87,large
P462,1.0,0.5,negligible
P463,0.0,0.96,large
P464,0.16,0.46,negligible
P465,0.06,0.65,small
P466,0.0,0.35,small
P469,0.0,1.0,large
P470,1.0,0.5,negligible
P471,0.01,0.37,small
P472,0.0,0.93,large
P473,1.0,0.5,negligible
P474,0.04,0.41,small
P475,0.04,0.41,small
P476,0.0,0.83,large
P478,0.08,0.43,negligible
P479,0.01,0.37,small
P48,1.0,0.5,negligible
P480,0.0,0.96,large
P481,0.0,0.33,medium
P482,0.0,0.91,large
P484,0.01,0.37,small
P486,0.34,0.48,negligible
P489,0.04,0.41,small
P49,0.0,0.35,small
P490,0.08,0.43,negligible
P491,0.04,0.41,small
P492,0.0,0.96,large
P494,0.0,1.0,large
P495,0.0,1.0,large
P496,0.0,0.96,large
P497,0.34,0.48,negligible
P498,0.0,1.0,large
P499,0.16,0.46,negligible
P5,1.0,0.5,negligible
P50,0.02,0.39,small
P501,0.0,0.76,large
P505,0.04,0.41,small
P506,0.0,0.87,large
P507,0.01,0.65,small
P509,1.0,0.5,negligible
P510,0.34,0.48,negligible
P511,0.01,0.37,small
P512,0.0,0.83,large
P513,0.16,0.46,negligible
P514,0.08,0.43,negligible
P516,0.17,0.57,negligible
P517,0.08,0.43,negligible
P52,0.02,0.39,small
P520,0.0,1.0,large
P522,0.34,0.48,negligible
P523,0.28,0.41,small
P524,0.0,1.0,large
P525,0.0,0.35,small
P527,0.0,0.91,large
P528,0.02,0.39,small
P529,0.02,0.39,small
P530,0.0,0.28,medium
P531,0.08,0.43,negligible
P532,0.0,0.87,large
P534,0.0,0.35,small
P535,0.04,0.41,small
P536,0.0,1.0,large
P538,0.02,0.39,small
P540,0.04,0.41,small
P541,1.0,0.5,negligible
P543,1.0,0.5,negligible
P544,0.16,0.46,negligible
P546,1.0,0.5,negligible
P547,0.02,0.39,small
P55,0.04,0.41,small
P553,0.08,0.43,negligible
P555,1.0,0.5,negligible
P556,0.0,0.96,large
P557,0.16,0.46,negligible
P558,0.02,0.39,small
P559,0.02,0.39,small
P56,0.34,0.48,negligible
P560,0.0,0.26,large
P561,1.0,0.5,negligible
P563,1.0,0.5,negligible
P564,0.02,0.39,small
P565,0.01,0.37,small
P566,0.0,0.91,large
P568,0.34,0.48,negligible
P569,0.34,0.48,negligible
P57,0.0,1.0,large
P570,0.34,0.48,negligible
P571,0.02,0.39,small
P572,0.0,0.35,small
P573,0.01,0.37,small
P575,0.0,1.0,large
P576,0.34,0.48,negligible
P577,1.0,0.5,negligible
P578,0.0,0.78,large
P580,0.0,0.83,large
P583,0.0,1.0,large
P584,0.04,0.41,small
P585,0.0,0.28,medium
P586,1.0,0.5,negligible
P587,1.0,0.5,negligible
P588,0.34,0.48,negligible
P589,1.0,0.5,negligible
P59,0.02,0.39,small
P590,0.0,0.78,large
P591,0.0,0.87,large
P592,0.01,0.37,small
P593,0.0,1.0,large
P594,0.0,0.78,large
P595,0.0,1.0,large
P596,0.34,0.48,negligible
P597,0.08,0.43,negligible
P598,0.0,0.78,large
P599,0.0,0.8,large
P6,0.08,0.43,negligible
P60,1.0,0.5,negligible
P600,0.16,0.46,negligible
P601,0.04,0.41,small
P603,0.0,0.74,large
P604,1.0,0.5,negligible
P605,0.02,0.39,small
P606,0.34,0.48,negligible
P607,0.34,0.48,negligible
P608,1.0,0.5,negligible
P609,0.0,0.35,small
P610,0.08,0.43,negligible
P611,0.34,0.48,negligible
P613,0.04,0.41,small
P614,1.0,0.5,negligible
P615,1.0,0.5,negligible
P616,0.02,0.39,small
P617,0.0,1.0,large
P618,1.0,0.5,negligible
P619,0.04,0.41,small
P62,0.0,0.98,large
P620,0.0,0.35,small
P621,0.0,0.98,large
P622,0.02,0.39,small
P623,0.0,0.3,medium
P624,0.03,0.65,small
P625,0.34,0.48,negligible
P627,0.16,0.46,negligible
P628,0.0,0.35,small
P63,0.01,0.37,small
P630,0.02,0.39,small
P631,0.02,0.39,small
P632,0.01,0.37,small
P633,0.01,0.37,small
P634,1.0,0.5,negligible
P635,0.0,0.78,large
P637,0.01,0.37,small
P638,0.34,0.48,negligible
P64,0.0,0.35,small
P640,1.0,0.5,negligible
P641,1.0,0.5,negligible
P642,0.02,0.39,small
P643,0.0,0.28,medium
P645,0.05,0.65,small
P646,0.04,0.41,small
P647,0.0,1.0,large
P648,0.0,0.33,medium
P649,0.0,1.0,large
P65,0.08,0.43,negligible
P650,0.01,0.7,medium
P651,0.0,0.24,large
P654,0.0,0.87,large
P655,0.34,0.48,negligible
P656,0.01,0.37,small
P657,0.0,1.0,large
P658,0.0,0.78,large
P659,0.01,0.37,small
P660,0.04,0.41,small
P662,0.08,0.43,negligible
P663,0.04,0.41,small
P664,0.08,0.43,negligible
P665,0.04,0.41,small
P666,0.0,1.0,large
P667,0.0,0.93,large
P668,0.16,0.46,negligible
P669,0.08,0.43,negligible
P67,0.34,0.48,negligible
P671,0.0,1.0,large
P672,0.08,0.43,negligible
P674,0.16,0.46,negligible
P675,0.01,0.7,medium
P676,0.0,0.98,large
P677,0.0,0.3,medium
P678,0.01,0.37,small
P679,0.0,0.26,large
P68,0.02,0.39,small
P680,0.0,1.0,large
P681,1.0,0.5,negligible
P682,0.02,0.39,small
P683,0.02,0.39,small
P684,0.0,0.98,large
P685,0.0,0.35,small
P686,1.0,0.5,negligible
P688,0.04,0.41,small
P689,0.0,0.28,medium
P690,1.0,0.5,negligible
P693,0.0,1.0,large
P694,0.01,0.37,small
P695,0.0,0.28,medium
P696,1.0,0.5,negligible
P697,1.0,0.5,negligible
P698,0.0,0.85,large
P699,0.16,0.46,negligible
P7,0.08,0.43,negligible
P700,0.34,0.48,negligible
P701,0.01,0.37,small
P702,1.0,0.5,negligible
P703,0.0,0.91,large
P704,0.02,0.39,small
P705,0.0,0.35,small
P706,0.0,0.28,medium
P707,0.0,1.0,large
P708,0.0,1.0,large
P709,0.16,0.46,negligible
P71,0.0,0.35,small
P710,0.16,0.46,negligible
P711,0.1,0.63,small
P712,0.01,0.37,small
P713,0.34,0.48,negligible
P714,0.0,0.28,medium
P715,0.02,0.39,small
P716,0.34,0.48,negligible
P717,0.02,0.39,small
P718,0.0,0.35,small
P719,0.0,0.33,medium
P72,0.34,0.48,negligible
P722,0.0,0.3,medium
P724,0.08,0.43,negligible
P725,1.0,0.5,negligible
P726,0.16,0.46,negligible
P728,0.08,0.43,negligible
P729,0.0,1.0,large
P730,0.04,0.41,small
P731,0.16,0.46,negligible
P732,0.0,0.3,medium
P733,0.16,0.46,negligible
P734,0.01,0.37,small
P736,1.0,0.5,negligible
P737,0.02,0.39,small
P738,0.02,0.39,small
P739,1.0,0.5,negligible
P74,0.0,0.33,medium
P740,0.06,0.65,small
P741,0.16,0.46,negligible
P742,0.01,0.37,small
P744,0.01,0.37,small
P745,0.02,0.39,small
P746,0.0,0.87,large
P748,0.0,0.93,large
P749,0.0,0.85,large
P750,0.08,0.43,negligible
P751,0.01,0.37,small
P752,0.01,0.7,medium
P753,1.0,0.5,negligible
P754,1.0,0.5,negligible
P755,0.08,0.43,negligible
P756,0.04,0.41,small
P757,0.02,0.39,small
P758,0.01,0.7,medium
P759,0.02,0.39,small
P760,0.02,0.39,small
P761,0.0,0.89,large
P762,0.16,0.46,negligible
P763,0.0,1.0,large
P764,0.04,0.41,small
P765,0.17,0.61,small
P766,0.08,0.43,negligible
P768,0.0,0.35,small
P769,0.01,0.67,medium
P77,0.04,0.41,small
P770,0.0,1.0,large
P771,0.0,0.78,large
P773,0.08,0.43,negligible
P774,1.0,0.5,negligible
P775,1.0,0.5,negligible
P776,0.01,0.37,small
P777,0.16,0.46,negligible
P778,0.34,0.48,negligible
P779,0.0,0.96,large
P780,0.0,0.17,large
P781,0.0,0.74,large
P783,0.08,0.43,negligible
P784,0.0,1.0,large
P785,0.0,0.83,large
P787,0.01,0.37,small
P788,1.0,0.5,negligible
P789,0.08,0.43,negligible
P79,0.0,1.0,large
P790,0.0,1.0,large
P791,0.16,0.46,negligible
P793,0.0,1.0,large
P796,1.0,0.5,negligible
P797,0.02,0.39,small
P798,1.0,0.5,negligible
P799,0.02,0.39,small
P8,0.02,0.39,small
P80,1.0,0.5,negligible
P800,0.16,0.46,negligible
P801,0.0,0.89,large
P802,1.0,0.5,negligible
P803,0.0,0.35,small
P804,0.0,1.0,large
P805,0.34,0.48,negligible
P806,0.34,0.48,negligible
P807,0.0,1.0,large
P809,0.01,0.37,small
P810,0.04,0.41,small
P813,1.0,0.5,negligible
P815,0.0,1.0,large
P817,0.01,0.37,small
P818,0.0,1.0,large
P819,0.01,0.37,small
P82,0.34,0.48,negligible
P822,0.02,0.39,small
P824,0.57,0.52,negligible
P825,0.04,0.41,small
P826,0.0,1.0,large
P828,0.0,1.0,large
P829,0.04,0.59,small
P83,0.0,1.0,large
P831,0.16,0.46,negligible
P833,0.02,0.39,small
P834,0.34,0.48,negligible
P836,0.16,0.46,negligible
P838,1.0,0.5,negligible
P839,0.0,0.35,small
P840,1.0,0.5,negligible
P841,1.0,0.5,negligible
P842,0.34,0.48,negligible
P843,0.01,0.37,small
P844,0.08,0.43,negligible
P846,0.0,0.78,large
P847,0.01,0.37,small
P848,0.0,0.35,small
P849,0.04,0.41,small
P85,0.01,0.37,small
P851,0.0,0.8,large
P852,0.02,0.39,small
P853,0.0,0.8,large
P854,0.04,0.41,small
P855,0.34,0.48,negligible
P857,1.0,0.5,negligible
P86,0.04,0.41,small
P860,0.0,0.35,small
P861,0.0,0.91,large
P862,0.0,1.0,large
P863,0.34,0.48,negligible
P864,0.08,0.43,negligible
P865,1.0,0.5,negligible
P866,0.08,0.43,negligible
P867,0.08,0.43,negligible
P869,0.01,0.37,small
P87,0.0,0.24,large
P870,0.34,0.48,negligible
P871,0.02,0.39,small
P872,0.08,0.43,negligible
P873,0.0,1.0,large
P875,1.0,0.5,negligible
P876,0.0,1.0,large
P877,0.04,0.41,small
P878,0.08,0.43,negligible
P880,0.04,0.41,small
P881,0.23,0.57,negligible
P882,0.0,0.98,large
P883,0.0,0.91,large
P884,0.0,1.0,large
P885,1.0,0.5,negligible
P886,0.01,0.37,small
P887,0.0,0.33,medium
P888,0.01,0.37,small
P889,1.0,0.5,negligible
P89,0.0,0.83,large
P890,0.0,0.98,large
P893,0.16,0.46,negligible
P894,1.0,0.5,negligible
P895,0.01,0.37,small
P896,0.01,0.37,small
P897,0.0,0.33,medium
P898,0.08,0.43,negligible
P9,0.16,0.46,negligible
P900,0.08,0.43,negligible
P901,1.0,0.5,negligible
P903,0.16,0.46,negligible
P904,0.01,0.37,small
P905,0.0,0.35,small
P906,0.0,1.0,large
P907,0.01,0.37,small
P908,0.34,0.48,negligible
P909,0.0,0.87,large
P91,0.01,0.37,small
P910,1.0,0.5,negligible
P912,0.01,0.37,small
P913,0.02,0.39,small
P914,0.04,0.41,small
P915,1.0,0.5,negligible
P916,1.0,0.5,negligible
P919,0.0,0.33,medium
P92,0.02,0.39,small
P920,0.0,0.98,large
P921,1.0,0.5,negligible
P923,0.0,0.96,large
P925,0.0,0.91,large
P926,0.01,0.37,small
P927,0.34,0.48,negligible
P928,1.0,0.5,negligible
P93,0.02,0.39,small
P930,0.08,0.43,negligible
P932,0.34,0.48,negligible
P933,0.0,1.0,large
P934,0.0,1.0,large
P935,0.02,0.39,small
P936,0.0,0.3,medium
P937,0.02,0.39,small
P938,0.0,1.0,large
P939,0.01,0.37,small
P94,0.01,0.37,small
P940,1.0,0.5,negligible
P941,1.0,0.5,negligible
P942,0.34,0.48,negligible
P943,0.0,0.78,large
P944,0.0,0.93,large
P945,0.0,0.74,large
P948,0.34,0.48,negligible
P949,0.04,0.41,small
P95,0.01,0.37,small
P950,0.0,0.28,medium
P952,0.02,0.39,small
P953,0.34,0.48,negligible
P954,0.01,0.37,small
P955,0.0,0.33,medium
P956,0.0,0.35,small
P957,0.0,0.28,medium
P96,0.02,0.39,small
P960,0.34,0.48,negligible
P961,0.02,0.39,small
P962,1.0,0.5,negligible
P963,0.0,0.35,small
P964,0.34,0.48,negligible
P966,0.16,0.46,negligible
P967,1.0,0.5,negligible
P968,0.0,0.33,medium
P970,0.34,0.48,negligible
P972,0.0,0.7,medium
P973,0.04,0.41,small
P974,1.0,0.5,negligible
P976,0.0,0.93,large
P977,0.02,0.39,small
P978,0.04,0.41,small
P98,0.16,0.46,negligible
P980,0.0,1.0,large
P981,1.0,0.5,negligible
P982,0.0,0.91,large
P983,0.0,0.35,small
P984,0.0,0.3,medium
P986,0.04,0.41,small
P987,0.01,0.37,small
P988,0.0,1.0,large
P99,1.0,0.5,negligible
P990,0.0,0.89,large
P991,0.02,0.39,small
P992,0.01,0.7,medium
P993,0.16,0.46,negligible
P994,0.0,0.35,small
P997,0.01,0.37,small
P999,0.34,0.48,negligible
