Program,Pvalue,Avalue,Mag
P359,0.0,0.35,small
P36,0.01,0.72,medium
P360,0.0,0.76,large
P361,0.0,0.3,medium
P362,0.08,0.43,negligible
P363,0.02,0.39,small
P364,0.0,0.96,large
P366,0.65,0.48,negligible
P367,0.0,0.98,large
P368,0.02,0.39,small
P370,0.16,0.46,negligible
P371,0.0,0.89,large
P372,0.34,0.48,negligible
P374,0.08,0.43,negligible
P375,0.04,0.41,small
P376,1.0,0.5,negligible
P378,1.0,0.5,negligible
P379,0.0,1.0,large
P38,0.04,0.41,small
P380,0.01,0.37,small
P383,0.0,1.0,large
P384,0.08,0.43,negligible
P385,0.08,0.43,negligible
P386,0.0,0.35,small
P387,0.31,0.54,negligible
P388,0.0,0.85,large
P389,0.0,1.0,large
P39,1.0,0.5,negligible
P390,0.08,0.43,negligible
P391,1.0,0.5,negligible
P392,0.04,0.41,small
P395,1.0,0.5,negligible
P396,0.02,0.39,small
P397,0.16,0.46,negligible
P398,0.04,0.41,small
P399,0.0,1.0,large
P4,0.01,0.37,small
P40,0.0,1.0,large
P400,0.0,1.0,large
P401,0.0,0.35,small
P404,0.0,0.35,small
P405,0.0,1.0,large
P406,0.02,0.39,small
P407,0.0,0.3,medium
P409,0.34,0.48,negligible
P41,0.0,0.3,medium
P410,0.0,0.35,small
P411,0.0,0.35,small
P412,0.0,0.98,large
P413,0.0,0.3,medium
P414,0.04,0.41,small
P415,0.0,1.0,large
P416,0.01,0.37,small
P417,0.28,0.41,small
P418,0.01,0.37,small
P419,0.01,0.37,small
P42,0.34,0.48,negligible
P420,0.01,0.37,small
P421,0.0,0.85,large
P422,0.0,0.07,large
P424,0.34,0.48,negligible
P425,0.04,0.41,small
P426,1.0,0.5,negligible
P428,0.34,0.48,negligible
P429,1.0,0.5,negligible
P43,0.0,0.83,large
P431,0.01,0.37,small
P432,0.17,0.61,small
P433,1.0,0.5,negligible
P435,0.08,0.43,negligible
P436,0.0,0.33,medium
P437,0.02,0.39,small
P439,0.01,0.37,small
P44,0.0,0.35,small
P440,0.0,0.87,large
P441,0.0,0.78,large
P442,0.1,0.63,small
P443,0.16,0.46,negligible
P444,0.04,0.41,small
P446,0.34,0.48,negligible
P447,0.16,0.46,negligible
P448,0.16,0.46,negligible
P45,0.0,0.74,large
P450,1.0,0.5,negligible
P451,0.0,0.85,large
P452,0.16,0.46,negligible
P453,0.04,0.41,small
P454,0.01,0.37,small
P455,1.0,0.5,negligible
P456,0.34,0.48,negligible
P457,0.0,0.35,small
P458,0.16,0.46,negligible
P459,0.08,0.43,negligible
P46,0.0,1.0,large
P460,0.02,0.39,small
P462,1.0,0.5,negligible
P463,0.34,0.48,negligible
P464,0.0,0.83,large
P465,0.0,0.87,large
P466,0.01,0.37,small
P469,0.0,1.0,large
P470,0.02,0.39,small
P471,0.01,0.37,small
P472,0.04,0.39,small
P473,1.0,0.5,negligible
P474,0.16,0.46,negligible
P475,0.04,0.41,small
P476,0.0,1.0,large
P478,1.0,0.5,negligible
P479,0.0,0.35,small
P48,1.0,0.5,negligible
P480,0.08,0.43,negligible
P481,0.0,0.33,medium
P482,0.0,0.98,large
P484,0.0,0.83,large
P486,0.34,0.48,negligible
P489,0.34,0.48,negligible
P49,0.04,0.41,small
P490,0.02,0.39,small
P491,0.0,0.83,large
P492,0.01,0.37,small
P494,1.0,0.5,negligible
P495,0.0,1.0,large
P496,0.02,0.61,small
P497,0.34,0.48,negligible
P498,0.01,0.37,small
P499,0.34,0.48,negligible
P5,0.34,0.48,negligible
P50,0.08,0.43,negligible
P501,0.01,0.37,small
P505,0.34,0.48,negligible
P506,0.04,0.41,small
P507,0.0,0.89,large
P509,1.0,0.5,negligible
P510,0.34,0.48,negligible
P511,0.01,0.37,small
P512,0.0,0.83,large
P513,0.08,0.43,negligible
P514,0.01,0.37,small
P516,0.0,0.83,large
P517,0.0,0.35,small
P52,0.01,0.37,small
P520,0.0,0.83,large
P522,0.04,0.41,small
P523,0.78,0.48,negligible
P524,1.0,0.5,negligible
P525,0.0,0.3,medium
P527,0.0,0.91,large
P528,0.34,0.48,negligible
P529,0.0,1.0,large
P530,0.01,0.37,small
P531,0.01,0.37,small
P532,0.02,0.39,small
P534,0.34,0.48,negligible
P535,0.0,0.87,large
P536,0.0,1.0,large
P538,0.0,0.35,small
P540,0.08,0.43,negligible
P541,0.0,1.0,large
P543,1.0,0.5,negligible
P544,0.08,0.43,negligible
P546,0.34,0.48,negligible
P547,0.08,0.43,negligible
P55,0.0,0.87,large
P553,0.02,0.39,small
P555,0.0,0.91,large
P556,0.0,1.0,large
P557,0.0,1.0,large
P558,0.0,0.8,large
P559,0.08,0.43,negligible
P56,0.0,0.98,large
P560,0.0,0.33,medium
P561,1.0,0.5,negligible
P563,0.0,0.35,small
P564,0.0,0.87,large
P565,0.01,0.37,small
P566,0.01,0.37,small
P568,0.34,0.48,negligible
P569,0.0,1.0,large
P57,1.0,0.5,negligible
P570,0.02,0.39,small
P571,0.01,0.37,small
P572,0.01,0.37,small
P573,0.34,0.48,negligible
P575,0.0,1.0,large
P576,0.08,0.43,negligible
P577,0.02,0.39,small
P578,0.34,0.48,negligible
P580,0.0,0.78,large
P583,0.34,0.48,negligible
P584,0.01,0.37,small
P585,0.02,0.39,small
P586,1.0,0.5,negligible
P587,0.0,1.0,large
P588,0.34,0.48,negligible
P589,0.0,1.0,large
P59,0.34,0.48,negligible
P590,0.0,0.98,large
P591,0.0,0.96,large
P592,0.0,0.22,large
P593,1.0,0.5,negligible
P594,0.0,0.83,large
P595,1.0,0.5,negligible
P596,0.16,0.46,negligible
P597,0.0,0.83,large
P598,0.0,0.28,medium
P599,0.02,0.39,small
P6,0.01,0.37,small
P60,0.0,0.8,large
P600,0.01,0.37,small
P601,0.08,0.43,negligible
P603,0.0,0.91,large
P604,0.0,1.0,large
P605,0.02,0.39,small
P606,0.16,0.46,negligible
P607,0.0,0.74,large
P608,1.0,0.5,negligible
P609,0.0,0.35,small
P610,0.0,0.78,large
P611,0.02,0.39,small
P613,0.04,0.41,small
P614,0.0,1.0,large
P615,1.0,0.5,negligible
P616,0.02,0.39,small
P617,1.0,0.5,negligible
P618,1.0,0.5,negligible
P619,0.16,0.46,negligible
P62,0.34,0.48,negligible
P620,0.0,0.35,small
P621,0.0,0.98,large
P622,0.01,0.37,small
P623,0.0,0.33,medium
P624,0.01,0.37,small
P625,0.34,0.48,negligible
P627,0.34,0.48,negligible
P628,0.0,0.3,medium
P63,0.0,0.93,large
P630,0.34,0.48,negligible
P631,0.31,0.46,negligible
P632,0.0,0.33,medium
P633,0.0,0.85,large
P634,0.02,0.39,small
P635,0.01,0.37,small
P637,0.0,0.85,large
P638,0.34,0.48,negligible
P64,0.01,0.37,small
P640,1.0,0.5,negligible
P641,1.0,0.5,negligible
P642,0.01,0.37,small
P643,0.0,0.74,large
P645,0.0,0.3,medium
P646,0.0,0.35,small
P647,1.0,0.5,negligible
P648,0.02,0.39,small
P649,1.0,0.5,negligible
P65,0.0,0.87,large
P650,0.04,0.41,small
P651,0.0,0.96,large
P654,0.08,0.43,negligible
P655,0.0,1.0,large
P656,0.04,0.41,small
P657,0.0,1.0,large
P658,0.02,0.39,small
P659,0.0,0.35,small
P660,0.01,0.37,small
P662,0.08,0.43,negligible
P663,0.0,0.35,small
P664,0.04,0.41,small
P665,0.0,0.78,large
P666,0.0,1.0,large
P667,0.16,0.46,negligible
P668,0.01,0.37,small
P669,0.34,0.48,negligible
P67,0.09,0.41,small
P671,0.0,1.0,large
P672,0.0,0.33,medium
P674,0.04,0.41,small
P675,0.08,0.43,negligible
P676,0.0,0.96,large
P677,0.0,0.83,large
P678,0.04,0.41,small
P679,0.08,0.63,small
P68,0.34,0.48,negligible
P680,0.0,0.8,large
P681,0.0,1.0,large
P682,0.02,0.39,small
P683,0.0,0.35,small
P684,0.34,0.48,negligible
P685,0.0,0.78,large
P686,0.01,0.37,small
P688,0.0,0.35,small
P689,0.0,0.85,large
P690,0.16,0.46,negligible
P693,0.0,1.0,large
P694,0.01,0.37,small
P695,0.0,0.33,medium
P696,0.08,0.43,negligible
P697,0.02,0.39,small
P698,0.0,0.91,large
P699,0.0,0.98,large
P7,0.02,0.39,small
P700,0.0,0.87,large
P701,0.04,0.41,small
P702,0.0,1.0,large
P703,0.16,0.46,negligible
P704,1.0,0.5,negligible
P705,0.0,0.33,medium
P706,0.0,0.28,medium
P707,0.0,1.0,large
P708,1.0,0.5,negligible
P709,0.16,0.46,negligible
P71,0.34,0.48,negligible
P710,0.04,0.41,small
P711,0.0,0.3,medium
P712,0.01,0.37,small
P713,0.34,0.48,negligible
P714,0.0,0.2,large
P715,0.16,0.46,negligible
P716,0.0,1.0,large
P717,0.01,0.37,small
P718,0.0,0.35,small
P719,0.0,0.35,small
P72,0.34,0.48,negligible
P722,0.0,0.33,medium
P724,0.02,0.39,small
P725,0.16,0.46,negligible
P726,0.16,0.46,negligible
P728,0.0,1.0,large
P729,0.0,1.0,large
P730,0.0,1.0,large
P731,0.08,0.43,negligible
P732,0.0,0.3,medium
P733,0.02,0.39,small
P734,0.01,0.37,small
P736,1.0,0.5,negligible
P737,0.01,0.37,small
P738,0.0,0.96,large
P739,0.0,0.87,large
P74,0.01,0.37,small
P740,0.0,0.83,large
P741,0.08,0.43,negligible
P742,0.34,0.48,negligible
P744,0.02,0.39,small
P745,0.01,0.37,small
P746,0.08,0.43,negligible
P748,0.0,1.0,large
P749,0.0,1.0,large
P750,0.0,0.89,large
P751,0.01,0.37,small
P752,0.01,0.7,medium
P753,0.34,0.48,negligible
P754,0.04,0.41,small
P755,0.0,1.0,large
P756,0.34,0.48,negligible
P757,0.16,0.46,negligible
P758,0.0,0.93,large
P759,0.02,0.39,small
P760,1.0,0.5,negligible
P761,0.0,0.78,large
P762,0.08,0.43,negligible
P763,0.04,0.59,small
P764,0.0,0.89,large
P765,0.0,0.33,medium
P766,1.0,0.5,negligible
P768,0.01,0.37,small
P769,0.08,0.43,negligible
P77,0.34,0.48,negligible
P770,0.0,1.0,large
P771,0.16,0.46,negligible
P773,0.01,0.37,small
P774,0.0,1.0,large
P775,0.08,0.43,negligible
P776,0.02,0.39,small
P777,0.34,0.48,negligible
P778,0.34,0.48,negligible
P779,0.16,0.46,negligible
P780,0.79,0.52,negligible
P781,0.01,0.37,small
P783,0.08,0.43,negligible
P784,0.0,0.93,large
P785,0.08,0.43,negligible
P787,0.01,0.37,small
P788,1.0,0.5,negligible
P789,0.0,0.35,small
P79,0.0,1.0,large
P790,0.08,0.43,negligible
P791,1.0,0.5,negligible
P793,0.0,1.0,large
P796,0.0,0.96,large
P797,0.01,0.37,small
P798,1.0,0.5,negligible
P799,0.04,0.41,small
P8,0.0,0.28,medium
P80,1.0,0.5,negligible
P800,0.34,0.48,negligible
P801,0.34,0.48,negligible
P802,0.16,0.46,negligible
P803,0.01,0.37,small
P804,0.0,1.0,large
P805,0.34,0.48,negligible
P806,0.34,0.48,negligible
P807,0.0,1.0,large
P809,0.0,0.28,medium
P810,0.08,0.43,negligible
P813,1.0,0.5,negligible
P815,0.01,0.37,small
P817,0.04,0.41,small
P818,1.0,0.5,negligible
P819,0.0,0.76,large
P82,0.01,0.37,small
P822,0.02,0.39,small
P824,0.34,0.48,negligible
P825,0.34,0.48,negligible
P826,0.0,0.98,large
P828,0.01,0.37,small
P829,0.04,0.59,small
P83,0.0,1.0,large
P831,0.34,0.48,negligible
P833,0.04,0.41,small
P834,0.0,0.35,small
P836,0.04,0.41,small
P838,1.0,0.5,negligible
P839,0.02,0.39,small
P840,0.0,1.0,large
P841,1.0,0.5,negligible
P842,0.34,0.48,negligible
P843,0.02,0.39,small
P844,0.08,0.43,negligible
P846,0.0,0.78,large
P847,0.02,0.39,small
P848,0.02,0.39,small
P849,0.0,0.91,large
P85,0.01,0.37,small
P851,0.34,0.48,negligible
P852,0.08,0.43,negligible
P853,0.34,0.48,negligible
P854,0.34,0.48,negligible
P855,0.08,0.43,negligible
P857,0.0,1.0,large
P86,0.34,0.48,negligible
P860,0.08,0.43,negligible
P861,0.34,0.48,negligible
P862,1.0,0.5,negligible
P863,0.0,1.0,large
P864,0.34,0.48,negligible
P865,0.34,0.48,negligible
P866,0.16,0.46,negligible
P867,0.04,0.41,small
P869,0.04,0.41,small
P87,0.0,0.28,medium
P870,0.04,0.41,small
P871,0.04,0.41,small
P872,0.01,0.37,small
P873,0.0,0.89,large
P875,1.0,0.5,negligible
P876,0.34,0.48,negligible
P877,0.02,0.39,small
P878,0.08,0.43,negligible
P880,0.34,0.48,negligible
P881,0.23,0.57,negligible
P882,0.04,0.41,small
P883,0.02,0.39,small
P884,1.0,0.5,negligible
P885,0.16,0.46,negligible
P886,0.02,0.39,small
P887,0.0,0.3,medium
P888,0.01,0.37,small
P889,0.0,1.0,large
P89,0.0,0.85,large
P890,1.0,0.5,negligible
P893,0.08,0.43,negligible
P894,0.0,1.0,large
P895,0.0,0.35,small
P896,0.0,0.87,large
P897,0.02,0.39,small
P898,0.34,0.48,negligible
P9,0.0,1.0,large
P900,0.04,0.41,small
P901,0.0,1.0,large
P903,0.0,0.35,small
P904,0.0,0.87,large
P905,0.0,0.35,small
P906,0.0,1.0,large
P907,0.0,0.3,medium
P908,0.34,0.48,negligible
P909,0.0,0.28,medium
P91,0.02,0.39,small
P910,0.04,0.41,small
P912,0.01,0.37,small
P913,0.08,0.43,negligible
P914,0.02,0.39,small
P915,0.16,0.46,negligible
P916,0.0,1.0,large
P919,0.02,0.39,small
P92,0.01,0.37,small
P920,1.0,0.5,negligible
P921,0.08,0.43,negligible
P923,0.34,0.48,negligible
P925,0.0,0.78,large
P926,0.0,0.28,medium
P927,0.34,0.48,negligible
P928,1.0,0.5,negligible
P93,1.0,0.5,negligible
P930,0.0,1.0,large
P932,0.02,0.39,small
P933,1.0,0.5,negligible
P934,0.0,1.0,large
P935,0.08,0.43,negligible
P936,0.0,0.8,large
P937,0.04,0.41,small
P938,1.0,0.5,negligible
P939,0.02,0.39,small
P94,0.16,0.46,negligible
P940,1.0,0.5,negligible
P941,0.0,0.78,large
P942,0.34,0.48,negligible
P943,0.02,0.39,small
P944,0.16,0.46,negligible
P945,0.34,0.48,negligible
P948,0.08,0.43,negligible
P949,0.01,0.37,small
P95,0.01,0.37,small
P950,0.0,0.22,large
P952,0.02,0.39,small
P953,0.04,0.41,small
P954,0.02,0.39,small
P955,0.0,0.33,medium
P956,0.01,0.37,small
P957,0.02,0.39,small
P96,0.08,0.43,negligible
P960,0.34,0.48,negligible
P961,0.02,0.39,small
P962,0.0,0.87,large
P963,0.0,0.35,small
P964,0.01,0.37,small
P966,0.34,0.48,negligible
P967,0.08,0.43,negligible
P968,0.04,0.41,small
P970,0.01,0.37,small
P972,0.34,0.48,negligible
P973,0.04,0.41,small
P974,0.02,0.39,small
P976,1.0,0.5,negligible
P977,0.04,0.41,small
P978,0.0,0.78,large
P98,0.0,0.87,large
P980,0.04,0.41,small
P981,0.34,0.48,negligible
P982,0.16,0.46,negligible
P983,0.0,0.83,large
P984,0.0,0.28,medium
P986,0.34,0.48,negligible
P987,0.08,0.43,negligible
P988,0.02,0.39,small
P99,1.0,0.5,negligible
P990,0.08,0.43,negligible
P991,0.08,0.43,negligible
P992,0.0,0.93,large
P993,0.0,0.96,large
P994,0.0,0.28,medium
P997,0.0,0.78,large
P999,0.02,0.39,small
