Program,Pvalue,Avalue,Mag
P286,0.12,0.62,small
P288,0.0,0.33,medium
P289,0.0,0.35,small
P29,0.0,0.87,large
P291,0.57,0.48,negligible
P292,0.0,0.35,small
P293,0.0,0.71,medium
P295,0.0,1.0,large
P296,0.04,0.42,small
P297,0.08,0.44,negligible
P298,0.08,0.44,negligible
P299,0.0,0.33,medium
P3,0.01,0.38,small
P30,0.0,0.87,large
P300,0.04,0.42,small
P301,0.01,0.38,small
P302,0.0,0.35,small
P303,0.0,0.31,medium
P305,0.0,0.81,large
P306,0.0,0.35,small
P308,0.34,0.52,negligible
P309,0.01,0.36,small
P31,0.0,0.35,small
P310,0.0,0.35,small
P311,0.0,0.29,medium
P312,0.02,0.4,small
P314,0.01,0.63,small
P315,0.04,0.42,small
P316,0.02,0.4,small
P319,0.0,1.0,large
P32,0.01,0.38,small
P320,0.01,0.38,small
P321,0.02,0.38,small
P322,0.01,0.36,small
P324,0.0,0.87,large
P325,0.8,0.48,negligible
P327,0.04,0.42,small
P33,0.01,0.37,small
P330,0.04,0.42,small
P331,0.07,0.42,small
P332,0.0,0.34,small
P333,0.16,0.46,negligible
P335,0.57,0.48,negligible
P336,0.08,0.44,negligible
P337,0.01,0.36,small
P338,0.0,0.29,medium
P339,0.07,0.42,small
P34,0.0,0.81,large
P340,0.34,0.52,negligible
P341,0.02,0.4,small
P342,0.31,0.46,negligible
P343,0.04,0.4,small
P344,0.0,0.35,small
P345,0.0,0.92,large
P346,0.04,0.42,small
P347,0.0,0.31,medium
P348,0.01,0.37,small
P35,0.0,0.33,medium
P351,0.04,0.42,small
P352,0.0,0.25,large
P353,0.01,0.36,small
P354,0.04,0.42,small
P355,0.01,0.38,small
P356,0.08,0.44,negligible
P357,0.04,0.65,small
P358,0.0,0.77,large
P359,0.0,0.71,medium
P36,0.01,0.37,small
P360,0.0,0.75,large
P361,0.0,0.29,medium
P362,0.04,0.4,small
P363,0.01,0.38,small
P364,0.0,0.85,large
P366,0.24,0.44,negligible
P367,1.0,0.5,negligible
P368,0.01,0.37,small
P370,0.16,0.46,negligible
P371,0.0,0.83,large
P372,0.01,0.36,small
P374,0.15,0.44,negligible
P375,0.02,0.38,small
P376,1.0,0.5,negligible
P378,0.02,0.38,small
P379,0.0,1.0,large
P38,0.02,0.4,small
P380,0.01,0.37,small
P383,0.08,0.44,negligible
P384,0.53,0.54,negligible
P385,0.01,0.36,small
P386,0.01,0.38,small
P387,0.0,0.94,large
P388,0.05,0.41,small
P389,0.02,0.4,small
P39,0.0,0.96,large
P390,0.0,0.88,large
P391,0.16,0.46,negligible
P392,0.0,0.35,small
P395,0.02,0.4,small
P396,0.01,0.38,small
P397,0.04,0.42,small
P398,0.01,0.37,small
P399,0.0,1.0,large
P4,0.0,0.35,small
P40,0.02,0.38,small
P400,0.0,1.0,large
P401,0.04,0.42,small
P404,0.0,0.31,medium
P405,0.0,1.0,large
P406,0.04,0.4,small
P407,0.0,0.29,medium
P409,0.04,0.42,small
P41,0.0,0.21,large
P410,0.0,0.29,medium
P411,0.08,0.44,negligible
P412,0.0,0.77,large
P413,0.0,0.33,medium
P414,0.0,0.29,medium
P415,0.34,0.52,negligible
P416,0.04,0.42,small
P417,0.0,0.18,large
P418,0.04,0.42,small
P419,0.04,0.66,small
P42,0.01,0.37,small
P420,0.08,0.44,negligible
P421,0.0,0.35,small
P422,0.0,0.06,large
P424,0.04,0.42,small
P425,0.0,0.77,large
P426,0.0,1.0,large
P428,0.02,0.38,small
P429,0.02,0.38,small
P43,0.0,0.33,medium
P431,0.02,0.4,small
P432,0.63,0.54,negligible
P433,0.34,0.52,negligible
P435,0.34,0.48,negligible
P436,0.0,0.29,medium
P437,0.04,0.4,small
P439,0.01,0.69,medium
P44,0.0,0.31,medium
P440,0.08,0.44,negligible
P441,0.08,0.44,negligible
P442,0.01,0.38,small
P443,0.0,0.9,large
P444,0.17,0.58,small
P446,0.0,0.35,small
P447,0.01,0.69,medium
P448,0.0,0.67,medium
P45,0.02,0.67,medium
P450,0.34,0.52,negligible
P451,0.0,0.24,large
P452,0.02,0.4,small
P453,0.16,0.46,negligible
P454,0.0,0.29,medium
P455,0.3,0.46,negligible
P456,0.0,0.98,large
P457,0.01,0.37,small
P458,0.02,0.4,small
P459,0.01,0.38,small
P46,0.01,0.36,small
P460,0.0,0.73,medium
P462,0.08,0.44,negligible
P463,0.04,0.42,small
P464,0.0,0.33,medium
P465,0.03,0.65,small
P466,0.01,0.38,small
P469,0.0,1.0,large
P470,0.04,0.42,small
P471,0.0,0.35,small
P472,0.0,0.7,medium
P473,1.0,0.5,negligible
P474,0.08,0.44,negligible
P475,0.01,0.38,small
P476,0.0,0.71,medium
P478,0.08,0.42,small
P479,0.0,0.29,medium
P48,0.34,0.52,negligible
P480,0.01,0.38,small
P481,0.0,0.33,medium
P482,0.0,0.87,large
P484,0.04,0.42,small
P486,0.01,0.38,small
P489,0.04,0.42,small
P49,0.0,0.33,medium
P490,0.07,0.42,small
P491,0.0,0.73,medium
P492,0.01,0.38,small
P494,0.0,1.0,large
P495,0.0,1.0,large
P496,0.0,0.9,large
P497,0.04,0.42,small
P498,0.0,0.31,medium
P499,0.04,0.42,small
P5,0.02,0.4,small
P50,0.01,0.38,small
P501,0.01,0.36,small
P505,0.04,0.42,small
P506,0.01,0.38,small
P507,0.0,0.91,large
P509,0.0,0.9,large
P510,0.04,0.4,small
P511,0.0,0.73,medium
P512,0.01,0.36,small
P513,0.02,0.4,small
P514,0.01,0.38,small
P516,0.0,0.75,large
P517,0.01,0.38,small
P52,0.0,0.33,medium
P520,0.02,0.4,small
P522,0.04,0.42,small
P523,0.0,0.13,large
P524,0.0,0.98,large
P525,0.0,0.31,medium
P527,0.0,0.77,large
P528,0.08,0.44,negligible
P529,0.0,0.9,large
P530,0.0,0.71,medium
P531,0.01,0.37,small
P532,0.01,0.37,small
P534,0.0,0.87,large
P535,0.02,0.4,small
P536,0.0,1.0,large
P538,0.0,0.31,medium
P540,0.0,0.88,large
P541,0.34,0.52,negligible
P543,1.0,0.5,negligible
P544,0.16,0.44,negligible
P546,0.01,0.36,small
P547,0.0,0.34,small
P55,0.01,0.38,small
P553,0.01,0.38,small
P555,0.0,0.33,medium
P556,0.0,0.87,large
P557,0.02,0.4,small
P558,0.0,0.33,medium
P559,0.04,0.42,small
P56,0.0,0.93,large
P560,0.0,0.25,large
P561,0.0,1.0,large
P563,0.08,0.44,negligible
P564,0.19,0.6,small
P565,0.0,0.31,medium
P566,0.15,0.44,negligible
P568,0.01,0.38,small
P569,0.08,0.42,small
P57,1.0,0.5,negligible
P570,0.08,0.44,negligible
P571,0.92,0.51,negligible
P572,0.02,0.67,medium
P573,0.02,0.38,small
P575,0.0,1.0,large
P576,0.0,0.83,large
P577,0.02,0.38,small
P578,0.0,0.85,large
P580,0.02,0.68,medium
P583,0.02,0.4,small
P584,0.01,0.38,small
P585,0.0,0.29,medium
P586,0.57,0.48,negligible
P587,0.09,0.56,negligible
P588,0.0,0.31,medium
P589,0.0,1.0,large
P59,0.01,0.37,small
P590,0.08,0.44,negligible
P591,0.0,0.85,large
P592,0.0,0.2,large
P593,0.34,0.52,negligible
P594,0.04,0.42,small
P595,0.0,1.0,large
P596,0.01,0.38,small
P597,0.01,0.38,small
P598,0.31,0.58,small
P599,0.0,0.33,medium
P6,0.01,0.37,small
P60,0.01,0.36,small
P600,0.01,0.37,small
P601,0.01,0.37,small
P603,0.04,0.65,small
P604,1.0,0.5,negligible
P605,0.0,0.96,large
P606,0.0,0.33,medium
P607,0.0,0.34,small
P608,0.34,0.52,negligible
P609,0.0,0.31,medium
P610,0.02,0.4,small
P611,0.04,0.4,small
P613,0.01,0.37,small
P614,0.0,1.0,large
P615,1.0,0.5,negligible
P616,0.0,0.31,medium
P617,1.0,0.5,negligible
P618,0.31,0.46,negligible
P619,0.0,0.77,large
P62,0.0,0.87,large
P620,0.0,0.31,medium
P621,0.04,0.4,small
P622,0.0,0.31,medium
P623,0.01,0.38,small
P624,0.0,0.34,small
P625,0.15,0.44,negligible
P627,0.05,0.4,small
P628,0.02,0.38,small
P63,0.0,0.83,large
P630,0.04,0.42,small
P631,0.15,0.44,negligible
P632,0.01,0.37,small
P633,0.01,0.36,small
P634,0.08,0.44,negligible
P635,0.0,0.33,medium
P637,0.0,0.31,medium
P638,0.0,0.85,large
P64,0.0,0.73,medium
P640,1.0,0.5,negligible
P641,0.34,0.52,negligible
P642,0.0,0.33,medium
P643,0.0,0.35,small
P645,0.0,0.31,medium
P646,0.0,0.35,small
P647,0.0,0.88,large
P648,0.01,0.37,small
P649,0.57,0.52,negligible
P65,0.04,0.42,small
P650,0.01,0.37,small
P651,0.0,0.31,medium
P654,0.0,0.35,small
P655,0.0,0.87,large
P656,0.04,0.42,small
P657,0.16,0.46,negligible
P658,0.0,0.35,small
P659,0.0,0.33,medium
P660,0.02,0.4,small
P662,0.0,0.3,medium
P663,0.0,0.32,medium
P664,0.01,0.37,small
P665,0.0,0.88,large
P666,0.08,0.44,negligible
P667,0.09,0.42,small
P668,0.0,0.77,large
P669,0.0,0.35,small
P67,0.01,0.37,small
P671,1.0,0.5,negligible
P672,0.0,0.29,medium
P674,0.07,0.42,small
P675,0.13,0.62,small
P676,0.0,0.75,large
P677,0.0,0.79,large
P678,0.01,0.38,small
P679,0.8,0.52,negligible
P68,0.01,0.37,small
P680,0.08,0.44,negligible
P681,0.28,0.46,negligible
P682,0.01,0.38,small
P683,0.0,0.32,medium
P684,0.01,0.37,small
P685,0.0,0.35,small
P686,0.0,0.35,small
P688,0.02,0.4,small
P689,0.0,0.33,medium
P690,0.08,0.44,negligible
P693,0.0,1.0,large
P694,0.0,0.35,small
P695,0.0,0.33,medium
P696,0.0,0.9,large
P697,0.0,0.33,medium
P698,0.01,0.37,small
P699,0.0,0.33,medium
P7,0.0,0.88,large
P700,0.0,0.85,large
P701,0.02,0.4,small
P702,0.02,0.4,small
P703,0.08,0.44,negligible
P704,0.01,0.37,small
P705,0.0,0.28,medium
P706,0.0,0.33,medium
P707,0.0,1.0,large
P708,0.0,1.0,large
P709,0.07,0.42,small
P71,0.08,0.44,negligible
P710,0.0,0.27,medium
P711,0.0,0.27,medium
P712,0.0,0.28,medium
P713,0.0,0.32,medium
P714,0.0,0.15,large
P715,0.0,0.87,large
P716,0.0,0.34,small
P717,0.0,0.77,large
P718,0.0,0.31,medium
P719,0.0,0.26,large
P72,0.0,0.83,large
P722,0.0,0.29,medium
P724,0.16,0.54,negligible
P725,0.01,0.69,medium
P726,0.01,0.36,small
P728,0.0,0.75,large
P729,0.0,0.96,large
P730,0.0,0.87,large
P731,0.28,0.46,negligible
P732,0.0,0.27,medium
P733,0.01,0.38,small
P734,0.01,0.37,small
P736,0.07,0.42,small
P737,0.04,0.42,small
P738,0.02,0.67,medium
P739,0.5,0.54,negligible
P74,0.0,0.33,medium
P740,0.0,0.27,medium
P741,0.01,0.38,small
P742,0.0,0.35,small
P744,0.01,0.38,small
P745,0.0,0.35,small
P746,0.01,0.38,small
P748,0.15,0.44,negligible
P749,0.0,0.88,large
P750,0.0,0.81,large
P751,0.0,0.34,small
P752,0.0,0.33,medium
P753,0.02,0.4,small
P754,0.08,0.44,negligible
P755,0.01,0.38,small
P756,0.01,0.38,small
P757,0.08,0.42,small
P758,0.0,0.34,small
P759,0.0,0.87,large
P760,0.08,0.44,negligible
P761,0.01,0.36,small
P762,0.01,0.38,small
P763,0.0,1.0,large
P764,0.01,0.37,small
P765,0.0,0.31,medium
P766,0.0,0.35,small
P768,0.0,0.35,small
P769,0.0,0.33,medium
P77,0.04,0.4,small
P770,0.0,1.0,large
P771,0.28,0.46,negligible
P773,0.08,0.44,negligible
P774,0.0,1.0,large
P775,0.08,0.44,negligible
P776,0.0,0.29,medium
P777,0.04,0.42,small
P778,0.08,0.44,negligible
P779,0.02,0.4,small
P780,0.0,0.21,large
P781,0.01,0.69,medium
P783,0.08,0.44,negligible
P784,0.02,0.4,small
P785,0.01,0.38,small
P787,0.0,0.75,large
P788,0.0,1.0,large
P789,0.01,0.36,small
P79,0.08,0.44,negligible
P790,0.0,0.88,large
P791,0.08,0.44,negligible
P793,0.0,1.0,large
P796,0.28,0.46,negligible
P797,0.0,0.33,medium
P798,0.02,0.4,small
P799,0.0,0.79,large
P8,0.0,0.73,medium
P80,0.01,0.37,small
P800,0.02,0.4,small
P801,0.01,0.37,small
P802,0.04,0.42,small
P803,0.0,0.31,medium
P804,1.0,0.5,negligible
P805,0.01,0.37,small
P806,0.0,0.29,medium
P807,1.0,0.5,negligible
P809,0.0,0.31,medium
P810,0.04,0.4,small
P813,0.0,0.75,large
P815,0.0,0.9,large
P817,0.01,0.36,small
P818,0.34,0.52,negligible
P819,0.0,0.33,medium
P82,0.01,0.37,small
P822,0.0,0.81,large
P824,0.0,1.0,large
P825,0.28,0.46,negligible
P826,0.0,0.98,large
P828,0.0,0.33,medium
P829,0.0,0.98,large
P83,0.0,1.0,large
P831,0.04,0.42,small
P833,0.08,0.44,negligible
P834,0.28,0.46,negligible
P836,0.0,0.33,medium
P838,0.01,0.69,medium
P839,0.0,0.31,medium
P840,0.34,0.52,negligible
P841,0.34,0.52,negligible
P842,0.08,0.44,negligible
P843,0.01,0.38,small
P844,0.01,0.38,small
P846,0.02,0.68,medium
P847,0.04,0.65,small
P848,0.0,0.35,small
P849,0.0,0.73,medium
P85,0.01,0.38,small
P851,0.0,0.85,large
P852,0.0,0.27,medium
P853,0.3,0.46,negligible
P854,0.02,0.4,small
P855,0.08,0.44,negligible
P857,0.0,1.0,large
P86,1.0,0.5,negligible
P860,0.0,0.29,medium
P861,0.34,0.48,negligible
P862,0.34,0.52,negligible
P863,0.0,0.94,large
P864,0.01,0.36,small
P865,0.04,0.42,small
P866,0.0,0.35,small
P867,0.08,0.44,negligible
P869,0.04,0.4,small
P87,0.0,0.33,medium
P870,0.08,0.44,negligible
P871,0.01,0.37,small
P872,0.01,0.38,small
P873,0.05,0.57,small
P875,0.01,0.36,small
P876,0.34,0.52,negligible
P877,0.01,0.38,small
P878,0.0,0.31,medium
P880,0.01,0.36,small
P881,0.27,0.57,negligible
P882,0.0,0.75,large
P883,0.01,0.36,small
P884,0.0,1.0,large
P885,0.08,0.44,negligible
P886,0.0,0.33,medium
P887,0.0,0.29,medium
P888,0.01,0.38,small
P889,1.0,0.5,negligible
P89,0.0,0.85,large
P890,0.0,0.98,large
P893,0.04,0.4,small
P894,0.34,0.52,negligible
P895,0.04,0.65,small
P896,0.01,0.37,small
P897,0.01,0.37,small
P898,0.04,0.42,small
P9,0.02,0.4,small
P900,0.01,0.38,small
P901,0.0,1.0,large
P903,0.0,0.33,medium
P904,0.0,0.35,small
P905,0.04,0.42,small
P906,0.0,1.0,large
P907,0.61,0.54,negligible
P908,0.0,0.77,large
P909,0.0,0.75,large
P91,0.01,0.38,small
P910,0.08,0.44,negligible
P912,0.0,0.25,large
P913,0.15,0.44,negligible
P914,0.0,0.35,small
P915,0.01,0.36,small
P916,0.0,1.0,large
P919,0.0,0.29,medium
P92,0.04,0.66,small
P920,0.08,0.44,negligible
P921,0.08,0.44,negligible
P923,0.0,0.85,large
P925,0.01,0.36,small
P926,0.0,0.29,medium
P927,0.01,0.37,small
P928,1.0,0.5,negligible
P93,0.16,0.46,negligible
P930,0.05,0.4,small
P932,0.01,0.38,small
P933,0.0,1.0,large
P934,0.0,1.0,large
P935,0.0,0.33,medium
P936,0.0,1.0,large
P937,0.0,0.88,large
P938,0.0,1.0,large
P939,0.02,0.67,medium
P94,0.08,0.42,small
P940,0.34,0.52,negligible
P941,0.0,0.77,large
P942,0.04,0.42,small
P943,0.0,0.75,large
P944,0.0,0.85,large
P945,0.08,0.44,negligible
P948,0.04,0.42,small
P949,0.01,0.37,small
P95,0.02,0.67,medium
P950,0.0,0.25,large
P952,0.01,0.37,small
P953,0.01,0.37,small
P954,0.0,0.25,large
P955,0.0,0.29,medium
P956,0.0,0.31,medium
P957,0.0,0.35,small
P96,0.01,0.38,small
P960,0.0,0.89,large
P961,0.04,0.42,small
P962,0.01,0.38,small
P963,0.01,0.37,small
P964,0.0,0.33,medium
P966,0.0,0.9,large
P967,0.01,0.38,small
P968,0.0,0.31,medium
P970,0.04,0.42,small
P972,0.04,0.4,small
P973,0.0,0.35,small
P974,0.02,0.38,small
P976,0.0,0.94,large
P977,0.01,0.37,small
P978,0.0,0.77,large
P98,0.0,0.79,large
P980,0.02,0.4,small
P981,0.08,0.44,negligible
P982,0.07,0.42,small
P983,0.01,0.38,small
P984,0.0,0.31,medium
P986,0.04,0.42,small
P987,0.01,0.37,small
P988,0.08,0.44,negligible
P99,0.0,0.33,medium
P990,0.07,0.42,small
P991,0.08,0.44,negligible
P992,0.0,0.83,large
P993,0.15,0.44,negligible
P994,0.3,0.58,small
P997,0.01,0.36,small
P999,0.04,0.42,small
