Program,Pvalue,Avalue,Mag
P201,0.0,0.71,medium
P202,0.0,0.35,small
P203,0.02,0.68,medium
P204,0.01,0.69,medium
P205,0.01,0.38,small
P207,0.06,0.64,small
P209,0.01,0.37,small
P21,0.34,0.52,negligible
P210,0.04,0.42,small
P211,0.01,0.38,small
P212,0.0,0.23,large
P213,0.04,0.42,small
P214,0.0,0.91,large
P216,0.0,1.0,large
P218,0.04,0.4,small
P219,0.57,0.48,negligible
P22,0.0,0.88,large
P220,0.0,0.77,large
P224,1.0,0.5,negligible
P225,0.04,0.42,small
P226,0.0,0.33,medium
P227,0.08,0.44,negligible
P228,0.0,0.35,small
P229,0.0,1.0,large
P23,0.0,0.74,large
P230,0.16,0.46,negligible
P231,0.31,0.46,negligible
P233,0.01,0.38,small
P234,0.0,0.35,small
P235,0.04,0.42,small
P237,0.0,0.35,small
P238,0.0,0.33,medium
P239,1.0,0.5,negligible
P24,0.08,0.44,negligible
P240,0.08,0.44,negligible
P241,0.0,0.33,medium
P243,0.0,0.33,medium
P244,0.08,0.44,negligible
P245,0.34,0.52,negligible
P247,0.01,0.36,small
P249,0.0,0.35,small
P25,0.0,1.0,large
P250,0.04,0.42,small
P251,0.01,0.38,small
P252,0.34,0.52,negligible
P253,0.34,0.48,negligible
P256,0.0,0.73,medium
P258,0.0,0.35,small
P26,0.0,0.35,small
P260,0.0,0.23,large
P261,0.0,0.35,small
P262,0.0,0.34,small
P263,0.01,0.38,small
P264,0.04,0.42,small
P265,0.15,0.44,negligible
P266,0.0,0.35,small
P267,0.0,0.85,large
P268,0.0,1.0,large
P269,0.0,0.31,medium
P270,0.08,0.42,small
P271,0.0,0.35,small
P272,0.0,0.35,small
P273,0.01,0.69,medium
P274,0.0,0.35,small
P275,0.0,0.33,medium
P276,0.0,0.35,small
P277,0.04,0.65,small
P278,0.04,0.42,small
P279,0.0,0.73,medium
P28,0.34,0.52,negligible
P281,0.01,0.37,small
P282,0.0,0.33,medium
P283,0.08,0.44,negligible
P284,0.02,0.4,small
P285,0.0,0.29,medium
P286,0.12,0.62,small
P288,0.0,0.33,medium
P289,0.04,0.42,small
P29,0.0,0.9,large
P291,0.02,0.4,small
P292,0.0,0.31,medium
P293,0.0,0.88,large
P295,0.0,1.0,large
P296,0.0,0.33,medium
P297,0.08,0.44,negligible
P298,0.15,0.44,negligible
P299,0.01,0.37,small
P3,0.08,0.44,negligible
P30,0.0,0.79,large
P300,0.0,0.77,large
P301,0.0,0.88,large
P302,0.01,0.37,small
P303,0.0,0.31,medium
P305,0.0,0.79,large
P306,0.0,0.31,medium
P308,0.34,0.52,negligible
P309,0.0,0.32,medium
P31,0.0,0.88,large
P310,0.01,0.38,small
P311,0.04,0.42,small
P312,0.0,0.73,medium
P314,0.01,0.63,small
P315,0.04,0.42,small
P316,0.02,0.4,small
P319,0.0,1.0,large
P32,0.04,0.42,small
P320,0.04,0.42,small
P321,0.0,0.33,medium
P322,0.15,0.44,negligible
P324,0.04,0.42,small
P325,0.0,0.73,medium
P327,0.0,0.33,medium
P33,0.01,0.38,small
P330,0.01,0.37,small
P331,0.0,0.83,large
P332,0.0,0.35,small
P333,0.0,0.35,small
P335,0.57,0.48,negligible
P336,0.08,0.44,negligible
P337,0.01,0.36,small
P338,0.0,0.29,medium
P339,0.07,0.42,small
P34,0.0,1.0,large
P340,1.0,0.5,negligible
P341,0.0,0.83,large
P342,0.08,0.44,negligible
P343,0.38,0.56,negligible
P344,0.01,0.69,medium
P345,0.0,0.96,large
P346,0.01,0.37,small
P347,0.0,0.29,medium
P348,0.01,0.36,small
P35,0.01,0.37,small
P351,0.02,0.4,small
P352,0.0,0.21,large
P353,0.01,0.36,small
P354,0.0,0.34,small
P355,0.0,0.33,medium
P356,0.01,0.38,small
P357,0.0,0.31,medium
P358,0.0,0.29,medium
P359,0.0,0.31,medium
P36,0.01,0.37,small
P360,0.07,0.64,small
P361,0.01,0.37,small
P362,0.01,0.38,small
P363,0.04,0.42,small
P364,0.0,0.85,large
P366,0.15,0.44,negligible
P367,0.0,1.0,large
P368,0.0,0.35,small
P370,0.08,0.44,negligible
P371,0.0,0.85,large
P372,0.04,0.4,small
P374,0.0,0.88,large
P375,0.0,0.81,large
P376,0.0,1.0,large
P378,0.01,0.37,small
P379,0.0,1.0,large
P38,0.0,0.75,large
P380,0.01,0.38,small
P383,0.0,0.88,large
P384,0.0,0.77,large
P385,0.04,0.4,small
P386,0.01,0.38,small
P387,0.0,0.88,large
P388,0.0,0.79,large
P389,0.0,0.33,medium
P39,0.16,0.46,negligible
P390,0.0,0.9,large
P391,0.0,0.35,small
P392,0.04,0.42,small
P395,0.0,0.31,medium
P396,0.02,0.68,medium
P397,0.02,0.38,small
P398,0.01,0.36,small
P399,0.0,1.0,large
P4,0.0,0.35,small
P40,0.04,0.4,small
P400,0.0,1.0,large
P401,0.0,0.34,small
P404,0.0,0.33,medium
P405,0.0,1.0,large
P406,0.08,0.44,negligible
P407,0.0,0.31,medium
P409,0.0,0.33,medium
P41,0.0,0.21,large
P410,0.12,0.62,small
P411,0.08,0.44,negligible
P412,0.0,0.79,large
P413,0.0,0.83,large
P414,0.0,0.26,large
P415,1.0,0.5,negligible
P416,0.01,0.37,small
P417,0.27,0.58,small
P418,0.0,0.35,small
P419,0.01,0.35,small
P42,0.04,0.42,small
P420,0.02,0.4,small
P421,0.05,0.4,small
P422,0.0,0.12,large
P424,0.01,0.37,small
P425,0.0,0.77,large
P426,1.0,0.5,negligible
P428,0.46,0.46,negligible
P429,0.0,0.87,large
P43,0.08,0.44,negligible
P431,0.01,0.38,small
P432,0.0,0.23,large
P433,0.0,1.0,large
P435,0.01,0.38,small
P436,0.0,0.25,large
P437,0.28,0.46,negligible
P439,0.0,0.34,small
P44,0.0,0.25,large
P440,0.0,0.35,small
P441,0.01,0.37,small
P442,0.0,0.25,large
P443,0.0,0.35,small
P444,0.02,0.4,small
P446,0.0,0.35,small
P447,0.02,0.4,small
P448,0.04,0.58,small
P45,0.04,0.65,small
P450,1.0,0.5,negligible
P451,0.0,0.29,medium
P452,0.02,0.4,small
P453,0.08,0.44,negligible
P454,0.0,0.23,large
P455,0.0,0.33,medium
P456,0.16,0.46,negligible
P457,0.02,0.4,small
P458,0.02,0.4,small
P459,0.0,0.81,large
P46,0.04,0.4,small
P460,0.0,0.77,large
P462,0.08,0.44,negligible
P463,0.0,0.87,large
P464,0.15,0.44,negligible
P465,0.2,0.6,small
P466,0.0,0.31,medium
P469,0.0,1.0,large
P470,0.57,0.48,negligible
P471,0.0,0.35,small
P472,0.0,0.94,large
P473,0.34,0.52,negligible
P474,0.01,0.37,small
P475,0.01,0.37,small
P476,0.0,0.73,medium
P478,0.04,0.4,small
P479,0.0,0.33,medium
P48,0.34,0.52,negligible
P480,0.0,0.87,large
P481,0.0,0.29,medium
P482,0.0,0.81,large
P484,0.0,0.33,medium
P486,0.04,0.42,small
P489,0.01,0.37,small
P49,0.0,0.31,medium
P490,0.04,0.4,small
P491,0.01,0.38,small
P492,0.0,0.85,large
P494,0.0,1.0,large
P495,0.0,1.0,large
P496,0.0,0.93,large
P497,0.04,0.42,small
P498,0.0,0.88,large
P499,0.02,0.4,small
P5,0.16,0.46,negligible
P50,0.0,0.35,small
P501,0.02,0.67,medium
P505,0.01,0.37,small
P506,0.0,0.81,large
P507,0.07,0.61,small
P509,0.28,0.46,negligible
P510,0.04,0.42,small
P511,0.0,0.34,small
P512,0.0,0.73,medium
P513,0.02,0.4,small
P514,0.01,0.38,small
P516,0.52,0.53,negligible
P517,0.01,0.38,small
P52,0.0,0.35,small
P520,0.0,0.88,large
P522,0.04,0.42,small
P523,0.08,0.37,small
P524,0.0,0.98,large
P525,0.0,0.31,medium
P527,0.0,0.89,large
P528,0.01,0.37,small
P529,0.0,0.35,small
P530,0.0,0.27,medium
P531,0.01,0.38,small
P532,0.0,0.77,large
P534,0.0,0.32,medium
P535,0.01,0.37,small
P536,0.0,1.0,large
P538,0.0,0.35,small
P540,0.01,0.37,small
P541,0.34,0.52,negligible
P543,1.0,0.5,negligible
P544,0.29,0.46,negligible
P546,0.08,0.44,negligible
P547,0.0,0.35,small
P55,0.01,0.37,small
P553,0.04,0.4,small
P555,1.0,0.5,negligible
P556,0.0,0.9,large
P557,0.04,0.42,small
P558,0.0,0.35,small
P559,0.0,0.35,small
P56,0.31,0.54,negligible
P560,0.0,0.23,large
P561,0.05,0.57,small
P563,0.08,0.44,negligible
P564,0.0,0.35,small
P565,0.0,0.33,medium
P566,0.0,0.81,large
P568,0.04,0.42,small
P569,0.28,0.46,negligible
P57,0.0,1.0,large
P570,0.08,0.44,negligible
P571,0.0,0.35,small
P572,0.0,0.31,medium
P573,0.0,0.35,small
P575,0.0,1.0,large
P576,0.29,0.46,negligible
P577,0.08,0.44,negligible
P578,0.01,0.69,medium
P580,0.0,0.73,medium
P583,0.0,1.0,large
P584,0.01,0.37,small
P585,0.0,0.25,large
P586,0.57,0.48,negligible
P587,0.34,0.52,negligible
P588,0.04,0.42,small
P589,1.0,0.5,negligible
P59,0.0,0.35,small
P590,0.01,0.69,medium
P591,0.0,0.81,large
P592,0.0,0.34,small
P593,0.0,1.0,large
P594,0.02,0.68,medium
P595,0.0,1.0,large
P596,0.04,0.42,small
P597,0.01,0.38,small
P598,0.0,0.71,medium
P599,0.0,0.71,medium
P6,0.01,0.38,small
P60,0.08,0.44,negligible
P600,0.02,0.4,small
P601,0.01,0.37,small
P603,0.04,0.65,small
P604,0.34,0.52,negligible
P605,0.01,0.36,small
P606,0.04,0.42,small
P607,0.15,0.44,negligible
P608,0.34,0.52,negligible
P609,0.0,0.31,medium
P610,0.02,0.4,small
P611,0.04,0.42,small
P613,0.01,0.37,small
P614,0.34,0.52,negligible
P615,1.0,0.5,negligible
P616,0.01,0.36,small
P617,0.0,1.0,large
P618,0.57,0.48,negligible
P619,0.01,0.37,small
P62,0.0,0.87,large
P620,0.0,0.31,medium
P621,0.0,0.87,large
P622,0.0,0.35,small
P623,0.0,0.27,medium
P624,0.26,0.58,small
P625,0.04,0.42,small
P627,0.04,0.42,small
P628,0.0,0.34,small
P63,0.0,0.33,medium
P630,0.0,0.35,small
P631,0.0,0.35,small
P632,0.0,0.35,small
P633,0.0,0.34,small
P634,0.54,0.48,negligible
P635,0.0,0.73,medium
P637,0.0,0.33,medium
P638,0.29,0.46,negligible
P64,0.0,0.33,medium
P640,1.0,0.5,negligible
P641,0.34,0.52,negligible
P642,0.0,0.35,small
P643,0.0,0.25,large
P645,0.38,0.57,negligible
P646,0.01,0.37,small
P647,0.0,0.88,large
P648,0.0,0.29,medium
P649,0.0,0.96,large
P65,0.01,0.38,small
P650,0.13,0.62,small
P651,0.0,0.22,large
P654,0.0,0.77,large
P655,0.04,0.42,small
P656,0.0,0.33,medium
P657,0.0,1.0,large
P658,0.0,0.73,medium
P659,0.0,0.33,medium
P660,0.01,0.37,small
P662,0.01,0.38,small
P663,0.01,0.37,small
P664,0.01,0.38,small
P665,0.02,0.38,small
P666,0.0,0.88,large
P667,0.0,0.89,large
P668,0.07,0.42,small
P669,0.01,0.38,small
P67,0.04,0.42,small
P671,0.0,1.0,large
P672,0.01,0.38,small
P674,0.02,0.4,small
P675,0.12,0.62,small
P676,0.0,0.98,large
P677,0.0,0.27,medium
P678,0.0,0.33,medium
P679,0.0,0.24,large
P68,0.01,0.37,small
P680,0.0,0.88,large
P681,0.16,0.46,negligible
P682,0.01,0.37,small
P683,0.01,0.36,small
P684,0.0,0.9,large
P685,0.0,0.33,medium
P686,0.08,0.44,negligible
P688,0.01,0.37,small
P689,0.0,0.25,large
P690,0.08,0.44,negligible
P693,0.0,1.0,large
P694,0.0,0.33,medium
P695,0.0,0.25,large
P696,0.08,0.44,negligible
P697,0.08,0.44,negligible
P698,0.0,0.79,large
P699,0.07,0.42,small
P7,0.04,0.4,small
P700,0.04,0.42,small
P701,0.0,0.33,medium
P702,0.08,0.44,negligible
P703,0.0,0.85,large
P704,0.0,0.35,small
P705,0.0,0.31,medium
P706,0.0,0.25,large
P707,0.0,1.0,large
P708,0.0,1.0,large
P709,0.08,0.42,small
P71,0.0,0.31,medium
P710,0.02,0.4,small
P711,0.44,0.56,negligible
P712,0.0,0.35,small
P713,0.28,0.46,negligible
P714,0.0,0.25,large
P715,0.0,0.35,small
P716,0.15,0.44,negligible
P717,0.0,0.35,small
P718,0.0,0.31,medium
P719,0.0,0.3,medium
P72,0.15,0.44,negligible
P722,0.0,0.27,medium
P724,0.09,0.42,small
P725,0.08,0.44,negligible
P726,0.15,0.44,negligible
P728,0.04,0.4,small
P729,0.0,1.0,large
P730,0.01,0.37,small
P731,0.02,0.4,small
P732,0.0,0.28,medium
P733,0.57,0.48,negligible
P734,0.0,0.33,medium
P736,0.08,0.44,negligible
P737,0.0,0.35,small
P738,0.01,0.36,small
P739,0.16,0.46,negligible
P74,0.0,0.29,medium
P740,0.31,0.58,small
P741,0.02,0.4,small
P742,0.0,0.33,medium
P744,0.0,0.33,medium
P745,0.01,0.37,small
P746,0.0,0.81,large
P748,0.0,0.9,large
P749,0.0,0.75,large
P750,0.01,0.38,small
P751,0.0,0.34,small
P752,0.12,0.62,small
P753,0.08,0.44,negligible
P754,0.08,0.44,negligible
P755,0.01,0.38,small
P756,0.01,0.37,small
P757,0.01,0.36,small
P758,0.12,0.62,small
P759,0.0,0.35,small
P760,0.0,0.35,small
P761,0.0,0.89,large
P762,0.04,0.42,small
P763,0.0,1.0,large
P764,0.01,0.37,small
P765,0.61,0.54,negligible
P766,0.02,0.4,small
P768,0.0,0.32,medium
P769,0.16,0.6,small
P77,0.02,0.38,small
P770,0.0,1.0,large
P771,0.01,0.7,medium
P773,0.01,0.38,small
P774,1.0,0.5,negligible
P775,0.08,0.44,negligible
P776,0.0,0.34,small
P777,0.07,0.42,small
P778,0.04,0.42,small
P779,0.0,0.87,large
P780,0.0,0.15,large
P781,0.01,0.69,medium
P783,0.01,0.38,small
P784,0.0,0.98,large
P785,0.0,0.73,medium
P787,0.0,0.33,medium
P788,0.34,0.52,negligible
P789,0.01,0.38,small
P79,0.0,0.88,large
P790,0.0,0.88,large
P791,0.1,0.42,small
P793,0.0,1.0,large
P796,0.34,0.52,negligible
P797,0.0,0.35,small
P798,0.08,0.44,negligible
P799,0.01,0.36,small
P8,0.04,0.4,small
P80,0.08,0.44,negligible
P800,0.04,0.42,small
P801,0.0,0.79,large
P802,0.08,0.44,negligible
P803,0.0,0.31,medium
P804,0.0,0.98,large
P805,0.04,0.42,small
P806,0.04,0.42,small
P807,0.0,1.0,large
P809,0.0,0.33,medium
P810,0.04,0.4,small
P813,0.08,0.44,negligible
P815,0.0,0.9,large
P817,0.0,0.34,small
P818,0.0,1.0,large
P819,0.0,0.34,small
P82,0.04,0.42,small
P822,0.0,0.35,small
P824,0.06,0.59,small
P825,0.02,0.38,small
P826,0.0,0.96,large
P828,0.0,0.88,large
P829,0.0,0.65,small
P83,0.0,1.0,large
P831,0.04,0.42,small
P833,0.0,0.35,small
P834,0.04,0.42,small
P836,0.02,0.4,small
P838,0.08,0.44,negligible
P839,0.0,0.31,medium
P840,0.34,0.52,negligible
P841,1.0,0.5,negligible
P842,0.04,0.42,small
P843,0.01,0.36,small
P844,0.01,0.38,small
P846,0.02,0.68,medium
P847,0.0,0.33,medium
P848,0.0,0.31,medium
P849,0.01,0.37,small
P85,0.0,0.33,medium
P851,0.0,0.75,large
P852,0.01,0.37,small
P853,0.0,0.71,medium
P854,0.01,0.37,small
P855,0.04,0.42,small
P857,0.34,0.52,negligible
P86,0.01,0.37,small
P860,0.0,0.31,medium
P861,0.0,0.87,large
P862,0.0,1.0,large
P863,0.18,0.44,negligible
P864,0.04,0.4,small
P865,0.08,0.44,negligible
P866,0.01,0.38,small
P867,0.04,0.4,small
P869,0.0,0.34,small
P87,0.0,0.21,large
P870,0.04,0.42,small
P871,0.0,0.35,small
P872,0.01,0.38,small
P873,0.0,0.94,large
P875,0.56,0.48,negligible
P876,0.0,1.0,large
P877,0.01,0.37,small
P878,0.01,0.38,small
P880,0.04,0.4,small
P881,0.5,0.54,negligible
P882,0.0,0.87,large
P883,0.0,0.89,large
P884,0.0,1.0,large
P885,0.08,0.44,negligible
P886,0.0,0.33,medium
P887,0.0,0.29,medium
P888,0.0,0.35,small
P889,0.34,0.52,negligible
P89,0.0,0.73,medium
P890,0.0,0.96,large
P893,0.07,0.42,small
P894,0.34,0.52,negligible
P895,0.0,0.33,medium
P896,0.0,0.33,medium
P897,0.0,0.3,medium
P898,0.01,0.38,small
P9,0.07,0.42,small
P900,0.04,0.4,small
P901,0.34,0.52,negligible
P903,0.02,0.4,small
P904,0.0,0.33,medium
P905,0.0,0.31,medium
P906,0.0,1.0,large
P907,0.0,0.33,medium
P908,0.04,0.42,small
P909,0.0,0.81,large
P91,0.0,0.33,medium
P910,0.16,0.46,negligible
P912,0.0,0.33,medium
P913,0.01,0.37,small
P914,0.01,0.37,small
P915,0.08,0.44,negligible
P916,1.0,0.5,negligible
P919,0.0,0.33,medium
P92,0.01,0.36,small
P920,0.0,0.94,large
P921,0.08,0.44,negligible
P923,0.0,0.85,large
P925,0.0,0.83,large
P926,0.0,0.33,medium
P927,0.04,0.42,small
P928,1.0,0.5,negligible
P93,0.01,0.37,small
P930,0.01,0.38,small
P932,0.04,0.42,small
P933,0.0,1.0,large
P934,0.0,1.0,large
P935,0.0,0.35,small
P936,0.0,0.3,medium
P937,0.0,0.35,small
P938,0.0,1.0,large
P939,0.0,0.33,medium
P94,0.0,0.34,small
P940,0.34,0.52,negligible
P941,0.08,0.44,negligible
P942,0.04,0.42,small
P943,0.01,0.69,medium
P944,0.0,0.85,large
P945,0.04,0.65,small
P948,0.04,0.42,small
P949,0.01,0.37,small
P95,0.0,0.33,medium
P950,0.0,0.25,large
P952,0.0,0.35,small
P953,0.04,0.42,small
P954,0.0,0.35,small
P955,0.0,0.29,medium
P956,0.0,0.31,medium
P957,0.0,0.26,large
P96,0.01,0.37,small
P960,0.08,0.44,negligible
P961,0.0,0.35,small
P962,0.08,0.44,negligible
P963,0.0,0.31,medium
P964,0.04,0.42,small
P966,0.07,0.42,small
P967,0.08,0.44,negligible
P968,0.0,0.29,medium
P970,0.04,0.42,small
P972,0.0,0.74,large
P973,0.01,0.37,small
P974,0.28,0.46,negligible
P976,0.0,0.94,large
P977,0.0,0.35,small
P978,0.01,0.37,small
P98,1.0,0.5,negligible
P980,0.0,0.98,large
P981,0.08,0.44,negligible
P982,0.0,0.81,large
P983,0.0,0.31,medium
P984,0.0,0.27,medium
P986,0.01,0.37,small
P987,0.0,0.33,medium
P988,0.0,0.9,large
P99,0.08,0.44,negligible
P990,0.0,0.79,large
P991,0.0,0.35,small
P992,0.12,0.62,small
P993,0.07,0.42,small
P994,0.0,0.31,medium
P997,0.02,0.38,small
P999,0.04,0.42,small
